host_id,host_name,host_since,host_location,host_response_time,host_is_superhost,host_listings_count
426385369,Miguel Angel,2021-10-07,"Málaga, Spain",within an hour,t,3
227424139,Pedro,2018-11-25,"Málaga, Spain",within a few hours,f,2
43101784,Andrea,2015-09-01,"Málaga, Spain",Unknown,f,2
145787078,Anna,2017-08-13,"Oestrich-Winkel, Germany",a few days or more,f,1
266061290,Jose,2019-06-03,"Málaga, Spain",within an hour,f,2
157910059,Narciso,2017-11-08,"Málaga, Spain",within an hour,f,1
46938760,Imène,2015-10-19,"Málaga, Spain",within a few hours,f,2
109027720,Ana,2016-12-29,"Rincón de la Victoria, Spain",Unknown,f,1
585352049,MarÍA De Los ÁNgeles,2024-06-24,Unknown,Unknown,f,1
7779962,Isabel,2013-07-28,"Andalusia, Spain",within an hour,t,1
91649714,David,2016-08-24,"Málaga, Spain",within an hour,f,4
9823628,Apartelius,2013-11-05,Spain,within an hour,f,366
64325469,Raquel,2016-03-24,"Málaga, Spain",within an hour,t,3
49873291,Monkeys Apartments,2015-11-25,"Seville, Spain",within an hour,f,39
96529238,Lorena,2016-09-24,"Málaga, Spain",within an hour,f,1
541069355,Pablo,2023-10-09,Unknown,within an hour,f,2
285774221,Andres,2019-08-14,Unknown,a few days or more,f,1
243903499,Tourisme And Rent Malaga,2019-02-18,"Andalusia, Spain",a few days or more,f,8
215260241,Maria Del Carmen,2018-09-13,"Málaga, Spain",within an hour,t,2
5466007,Carlos,2013-03-14,"Málaga, Spain",within an hour,Unknown,8
294224680,The Eco,2019-09-12,"Andalusia, Spain",within an hour,t,5
4699203,Anthony,2013-01-14,"Málaga, Spain",within an hour,f,1
156403114,Begoña,2017-10-27,"Málaga, Spain",within an hour,t,3
565350187,Paula Y Alina,2024-03-04,Unknown,within an hour,f,1
3440997,Philippe,2012-09-01,"Málaga, Spain",within an hour,t,1
47101316,Rafael,2015-10-21,Unknown,within an hour,f,3
452542050,Alejandro,2022-04-03,Unknown,within an hour,f,1
49428312,Maria Dolores,2015-11-19,Unknown,Unknown,f,1
580851451,Eloisa,2024-06-01,Unknown,within a few hours,f,1
493375339,José María,2022-12-29,Unknown,within an hour,t,1
383149302,Joanchlo,2021-01-05,Unknown,within an hour,t,1
515176435,Juan Francisco,2023-05-17,Unknown,within an hour,f,1
68792228,Autocaravanas,2016-04-25,"Málaga, Spain",within a day,f,2
260885551,Marwane,2019-05-09,"Málaga, Spain",within an hour,f,14
576502018,Svitlana,2024-05-08,Unknown,within an hour,f,4
322298083,Francisco,2019-12-29,Unknown,within a few hours,f,2
556680986,Catalina,2024-01-15,"Málaga, Spain",within an hour,f,1
563901174,Paula,2024-02-25,Unknown,within a few hours,f,1
566844224,GuestReady,2024-03-13,Unknown,within an hour,f,2
95579660,Paola,2016-09-17,"Andalusia, Spain",within an hour,t,2
133098677,Olga,2017-06-02,"Andalusia, Spain",within an hour,f,2
2397662,Jesus,2012-05-17,"Andalusia, Spain",Unknown,f,1
122348594,Acentos,2017-03-24,"Málaga, Spain",within an hour,t,1
567017114,Manuel Ignacio,2024-03-14,"Málaga, Spain",within an hour,f,1
524238864,Mohamed,2023-07-07,Unknown,within an hour,f,1
48036879,Jose Manuel,2015-11-03,"Torrox, Spain",within an hour,f,4
11973745,Manuel,2014-02-05,"Málaga, Spain",within an hour,Unknown,7
27063270,Mercedes,2015-02-01,"Andalusia, Spain",within an hour,t,1
15167114,Cris,2014-05-06,"Málaga, Spain",within an hour,f,2
10830081,Mimi,2013-12-26,"Málaga, Spain",within an hour,f,2
8710574,Liam,2013-09-08,"Granada, Nicaragua",within an hour,f,13
361982066,Virginia,2020-08-12,Unknown,within an hour,f,1
2866102,Marieke,2012-07-08,"Andalusia, Spain",within an hour,t,9
155001259,Conchita,2017-10-17,Unknown,within an hour,t,1
2801473,Ronnie,2012-07-02,"Andalusia, Spain",Unknown,t,1
122340677,Ana,2017-03-24,"Málaga, Spain",within an hour,f,1
263487786,Andres,2019-05-22,Unknown,within an hour,t,2
110473767,Manuel Mario,2017-01-08,"Málaga, Spain",Unknown,f,2
564820112,Carmen Belen,2024-03-01,Unknown,within an hour,f,1
206156813,Gerardo,2018-07-30,"Málaga, Spain",within an hour,t,1
536630687,Colette,2023-09-11,Unknown,within an hour,f,1
2901886,Teresa,2012-07-11,"Madrid, Spain",within an hour,f,1
37160384,Virginia,2015-06-30,"Málaga, Spain",within an hour,t,1
305314863,Roberto,2019-10-29,"Málaga, Spain",within an hour,t,1
60193326,Carlos,2016-02-24,"Málaga, Spain",within an hour,t,1
118555372,Naty,2017-02-28,Unknown,within an hour,t,1
19338356,Ralf,2014-08-02,"Utrecht, Netherlands",within an hour,t,1
182249755,Alcoholado,2018-04-03,"Málaga, Spain",Unknown,f,1
275092709,Maria Angeles,2019-07-10,"Andalusia, Spain",within an hour,f,1
133974003,Antonio,2017-06-07,"Málaga, Spain",within an hour,t,3
383014336,Alejandra,2021-01-04,"Andalusia, Spain",within an hour,t,1
35363742,Jose,2015-06-09,"Andalusia, Spain",within a day,f,2
550947229,Servicios Fupesa,2023-12-14,Unknown,within an hour,t,1
89859378,Rafa,2016-08-14,"Madrid, Spain",within an hour,t,4
465023551,Dolores,2022-06-19,"Málaga, Spain",Unknown,f,1
2509425,Richard,2012-05-31,"Mijas, Spain",within a few hours,f,1
292474259,Susana,2019-09-06,"Málaga, Spain",within an hour,f,1
104687435,Eduardo&Emilia,2016-11-21,"Málaga, Spain",Unknown,f,1
32285652,Ramon,2015-04-30,"Málaga, Spain",within an hour,t,1
84856451,Karolina,2016-07-20,"Benajarafe, Spain",Unknown,f,1
148696354,Pablo,2017-09-01,"Málaga, Spain",Unknown,f,1
222061699,Troy,2018-10-22,"Málaga, Spain",within an hour,f,1
162047560,Juanma,2017-12-10,"Málaga, Spain",Unknown,f,1
16656041,Robert,2014-06-11,"Andalusia, Spain",within a day,t,9
271195899,Ana Y Victoria,2019-06-25,"Málaga, Spain",Unknown,t,2
141535074,Novasol,2017-07-20,Croatia,within an hour,f,249
263453135,Asa & Patrik,2019-05-22,Sweden,within an hour,f,1
439970259,Bossh Hotels,2022-01-11,Unknown,within an hour,f,2
46451966,Alicia,2015-10-13,"Rincón de la Victoria, Spain",Unknown,f,1
35325344,Juan Luis,2015-06-08,"Coín, Spain",within an hour,t,8
177810703,Ana,2018-03-11,"Málaga, Spain",a few days or more,f,3
178672873,Levy,2018-03-15,Unknown,within an hour,t,1
433403130,Noura,2021-11-25,"Málaga, Spain",Unknown,f,1
577478103,Inmaculada,2024-05-14,"Málaga, Spain",Unknown,f,2
27767478,Virginia,2015-02-15,"Málaga, Spain",within an hour,f,1
144644663,Liliana,2017-08-06,"Málaga, Spain",within an hour,f,4
560171770,Marisa,2024-02-03,"Málaga, Spain",within an hour,f,1
2046373,Denise,2012-04-01,"Uitikon, Switzerland",within an hour,t,2
191697262,Francisco,2018-05-26,Unknown,Unknown,f,1
37377387,Axel,2015-07-03,"Andalusia, Spain",within an hour,t,2
405991532,Álvaro,2021-06-08,"Andalusia, Spain",within an hour,t,2
192091789,Lorena,2018-05-28,"Málaga, Spain",within a day,f,2
117755532,Jose Y Monica,2017-02-23,"Málaga, Spain",within an hour,t,2
143381873,Welcome To Málaga Center,2017-07-30,"Andalusia, Spain",within a few hours,f,1
55764027,Maurice,2016-01-23,"London, United Kingdom",within an hour,f,2
527977037,Ernesto,2023-07-26,Unknown,Unknown,f,1
39857362,Marion,2015-07-28,"Málaga, Spain",within an hour,t,2
473424629,Dolores,2022-08-05,"Málaga, Spain",within an hour,f,1
133247477,Matias Barrios,2017-06-03,"Málaga, Spain",within an hour,t,1
9087219,Yubei,2013-09-27,"Málaga, Spain",within an hour,f,1
224502965,Mariola,2018-11-06,Unknown,within an hour,t,1
118991914,María Rosa,2017-03-03,"Málaga, Spain",Unknown,f,1
87192338,Javier,2016-08-01,"Málaga, Spain",Unknown,f,1
389605038,Winahost,2021-02-22,Unknown,within an hour,f,229
175913526,Andres,2018-02-28,"Málaga, Spain",within an hour,f,1
44357940,Andra,2015-09-16,"Marbella, Spain",within an hour,f,6
193918302,Elena And Eric,2018-06-06,Unknown,Unknown,f,1
539393411,José Manuel,2023-09-28,Unknown,Unknown,f,1
18985604,Stéphane,2014-07-27,"Málaga, Spain",within an hour,t,3
185181751,Araceli,2018-04-19,Unknown,within an hour,t,2
160606306,Maria Elvira,2017-11-29,"Andalusia, Spain",within an hour,f,2
208197197,Alvaro,2018-08-08,"Málaga, Spain",within an hour,t,1
110592659,Fabiola,2017-01-09,"Málaga, Spain",Unknown,f,1
205499549,Holidu,2018-07-27,"Madrid, Spain",within an hour,f,320
444472120,Julian,2022-02-10,Unknown,Unknown,f,2
271605766,Pablo,2019-06-26,"Málaga, Spain",within an hour,Unknown,3
57918861,Meline,2016-02-08,"Málaga, Spain",within a few hours,f,2
69986666,Ana Florentina,2016-05-02,"Andalusia, Spain",within an hour,t,2
89815032,Maria,2016-08-14,"Málaga, Spain",within an hour,t,1
499043401,Antonio,2023-02-01,Unknown,within an hour,f,1
57899705,Miguel,2016-02-08,"Málaga, Spain",within an hour,t,1
214455978,Natividad,2018-09-09,Unknown,within an hour,f,1
465511683,Eugenia Y Germán,2022-06-22,Unknown,within an hour,f,1
76277752,José Luis,2016-06-07,"Málaga, Spain",within a day,f,1
546522945,Zoya,2023-11-14,"Málaga, Spain",within an hour,t,1
222958048,Antonio,2018-10-28,Unknown,Unknown,f,1
42888597,Kevin,2015-08-30,"Amsterdam, Netherlands",within an hour,t,1
195938883,Mercedes,2018-06-16,"Málaga, Spain",within an hour,t,2
60471627,Irene,2016-02-26,"Málaga, Spain",within a few hours,t,1
61946349,Nieves,2016-03-07,"Málaga, Spain",within an hour,t,2
49236075,Carmen,2015-11-17,"Málaga, Spain",within a few hours,t,1
52556336,Francisco,2015-12-28,"Málaga, Spain",within an hour,f,1
142678644,Mario,2017-07-26,Unknown,within an hour,t,1
533590647,Carmen,2023-08-24,Unknown,within an hour,f,2
335863254,María,2020-02-13,"Málaga, Spain",within a few hours,Unknown,4
238131662,Salvador,2019-01-21,Unknown,Unknown,f,2
349970216,Esteban,2020-06-14,Unknown,within a day,f,1
80684118,Belen,2016-06-29,Unknown,within an hour,t,1
197160435,Pedro,2018-06-21,"Málaga, Spain",Unknown,f,1
10294477,Paloma,2013-11-27,"Málaga, Spain",within an hour,t,1
72405013,Erin,2016-05-16,"Andalusia, Spain",Unknown,f,1
78578219,Jan,2016-06-19,"Antwerp, Belgium",within an hour,f,1
467361675,Cherry Host,2022-07-03,"Madrid, Spain",within an hour,Unknown,39
177321992,Elena,2018-03-08,"Madrid, Spain",within a day,f,1
384867318,Juan Carlos,2021-01-16,Unknown,within an hour,f,1
76530099,Concepción,2016-06-08,"Málaga, Spain",within an hour,f,1
70440606,Reyes,2016-05-05,"Madrid, Spain",Unknown,f,1
303891763,Fabiola,2019-10-22,Unknown,Unknown,t,1
49010299,Marwane Henri,2015-11-14,"Málaga, Spain",within an hour,t,4
4897332,Juan,2013-01-29,"Madrid, Spain",Unknown,f,2
412304034,John,2021-07-11,Unknown,within an hour,t,3
473284177,Juan De Dios,2022-08-04,Unknown,within an hour,t,1
570768778,Tamara,2024-04-05,Unknown,Unknown,f,1
2256502,The Lights,2012-04-30,Unknown,a few days or more,f,10
22272795,Jon,2014-10-08,"Málaga, Spain",Unknown,f,1
583774387,Santiago,2024-06-16,"Málaga, Spain",within an hour,f,1
16901356,Daniel,2014-06-17,"Málaga, Spain",within an hour,t,1
250041607,Alvaro,2019-03-20,Unknown,Unknown,f,1
458934282,Esther,2022-05-13,"Málaga, Spain",within an hour,t,1
148564351,Pablo,2017-08-31,"Málaga, Spain",within an hour,t,2
21257404,Jesús,2014-09-12,"Andalusia, Spain",Unknown,f,1
32402008,Lucia,2015-05-02,"Málaga, Spain",within an hour,f,1
127083256,Simon,2017-04-22,"Málaga, Spain",Unknown,f,1
581085583,Maria Inmaculada,2024-06-02,Unknown,within an hour,f,1
132748215,Nuria,2017-05-31,"Málaga, Spain",within an hour,t,1
223317360,Juan José,2018-10-30,Unknown,within an hour,t,8
16744914,Mari Paz,2014-06-13,"Málaga, Spain",within an hour,f,1
560082814,Isabel Maria,2024-02-03,Unknown,within an hour,f,1
233161356,Jose Luis,2018-12-29,"Málaga, Spain",within an hour,t,2
487927188,Raquel,2022-11-16,"Marbella, Spain",within an hour,f,1
129749351,Rosa & David,2017-05-10,"Málaga, Spain",Unknown,f,1
43674482,Jose Manuel,2015-09-08,"Málaga, Spain",within an hour,f,1
43498592,Kari,2015-09-06,"Málaga, Spain",Unknown,f,1
102463798,Carlos,2016-11-04,"Andalusia, Spain",within a day,f,1
19555240,J. F.,2014-08-06,"Málaga, Spain",Unknown,f,1
5933527,Jose Antonio,2013-04-15,"Madrid, Spain",within an hour,f,1
112991672,Marina Y Siro,2017-01-24,"Málaga, Spain",within an hour,f,1
581526373,Celso,2024-06-04,Unknown,within an hour,f,1
356383810,Nataliya,2020-07-14,Unknown,Unknown,Unknown,2
29237108,Sara,2015-03-12,"Madrid, Spain",within an hour,t,1
89260316,Alberto,2016-08-11,"Málaga, Spain",within an hour,f,1
46084670,Virginia,2015-10-08,"Madrid, Spain",within an hour,f,1
538281695,Jimena,2023-09-21,"Málaga, Spain",within an hour,f,1
143368111,Ana,2017-07-30,"Paris, France",within an hour,t,1
14366304,Pablo Nicolas,2014-04-16,"Viveiro, Spain",within an hour,f,67
25807328,Edouard,2015-01-08,"Málaga, Spain",within an hour,t,1
108889735,Jean-Simon,2016-12-28,"Dublin, Ireland",within an hour,t,1
42305662,Begoña,2015-08-23,"Rincón de la Victoria, Spain",Unknown,f,1
570537043,Redpiso,2024-04-04,"Málaga, Spain",within an hour,f,1
3611680,Sylvie,2012-09-19,"Málaga, Spain",within a few hours,f,2
131663459,Isabel,2017-05-23,"Málaga, Spain",within an hour,f,1
132445721,Ignacio,2017-05-29,"Málaga, Spain",within an hour,t,1
480420677,David,2022-09-21,Unknown,within an hour,f,1
21037572,Gema,2014-09-07,Spain,within an hour,t,1
356688262,Maria Carmen,2020-07-16,Unknown,within an hour,f,1
494469130,David,2023-01-05,"Chicago, IL",within an hour,t,1
63414624,Alvaro,2016-03-17,"Andalusia, Spain",within an hour,t,1
404536414,John Giovanni,2021-05-31,Spain,within a day,t,1
33848763,Olav,2015-05-20,"Nedstrand, Norway",within an hour,f,1
282914070,Gabriel,2019-08-05,"Málaga, Spain",within a few hours,f,1
85364645,Inma,2016-07-22,"Málaga, Spain",within an hour,t,5
407480440,Jesús,2021-06-16,Unknown,within an hour,f,1
294210920,Anabel,2019-09-12,"Andalusia, Spain",within an hour,t,1
95651292,Guillermo Fabio,2016-09-18,"Málaga, Spain",within a day,f,1
239351606,Maria,2019-01-27,"Madrid, Spain",within a few hours,f,1
35661144,Davide,2015-06-12,"Málaga, Spain",within a few hours,f,1
376106323,Victor,2020-11-18,Unknown,Unknown,f,1
475247137,Turnkey Del Sol,2022-08-16,"Estepona, Spain",within an hour,f,41
277832461,Maria Carmen,2019-07-21,Unknown,within an hour,f,1
44260043,Raquel,2015-09-15,"Málaga, Spain",within an hour,f,1
253685560,Pablo,2019-04-06,Unknown,within an hour,f,1
82783041,Alejandro Y Caro,2016-07-10,"Málaga, Spain",within a day,f,2
526461403,Daniel,2023-07-18,Unknown,within a day,t,1
127040543,Maribel,2017-04-22,"Málaga, Spain",within an hour,f,2
1698733,Sergio,2012-02-04,"Málaga, Spain",within an hour,f,1
136212207,Karin,2017-06-21,"Fredrikstad, Norway",within a few hours,t,1
1425621,Gian Mario,2011-11-20,"Málaga, Spain",within an hour,t,3
579785548,Raquel,2024-05-26,Unknown,within an hour,f,1
100645643,Patricia,2016-10-21,"Marbella, Spain",within an hour,t,2
349861901,Sonia,2020-06-13,"Málaga, Spain",within an hour,f,1
37043481,Andrea,2015-06-29,"Tarifa, Spain",within an hour,t,4
353758109,Jorge,2020-07-05,Unknown,within an hour,t,1
583884551,Ines,2024-06-16,Unknown,Unknown,f,1
30149500,Martin,2015-03-28,"Málaga, Spain",within an hour,Unknown,3
164995998,Paloma,2017-12-30,"Málaga, Spain",within an hour,f,4
205496849,Holidu,2018-07-27,"Madrid, Spain",within an hour,f,446
141827979,Antonio Manuel,2017-07-22,"Málaga, Spain",within an hour,f,1
86164005,Frank,2016-07-26,"Andalusia, Spain",within an hour,f,246
10809817,Juan,2013-12-25,"London, United Kingdom",within an hour,f,1
100667409,Giordano,2016-10-21,"Marbella, Spain",within an hour,t,3
12202265,Rafael,2014-02-13,"Andalusia, Spain",within an hour,t,1
449965146,Andrea Fabio E Raquel,2022-03-17,Unknown,within a day,t,2
98679540,Pablo Y Giselle,2016-10-07,"Málaga, Spain",within an hour,f,2
151478765,Marga,2017-09-21,"Andalusia, Spain",within an hour,t,1
563913378,Moma,2024-02-25,Unknown,within an hour,f,1
499952932,Cristina,2023-02-07,Unknown,within an hour,t,1
558435823,Maria Concepcion,2024-01-24,Unknown,within an hour,f,2
313797444,Maria,2019-12-02,"Málaga, Spain",a few days or more,f,1
116356260,Novomalaga,2017-02-14,"Málaga, Spain",Unknown,f,4
252529,Martina,2010-10-04,Spain,within a day,t,3
178441175,Pablo,2018-03-14,"Málaga, Spain",within an hour,f,16
104881837,Juan José,2016-11-23,"Málaga, Spain",within an hour,t,4
13416400,Gloria,2014-03-22,"Granada, Spain",within a few hours,f,84
136661214,Lidia,2017-06-23,"Málaga, Spain",within an hour,f,1
13554862,Agathe,2014-03-26,"Málaga, Spain",within an hour,t,7
83033524,Rafa,2016-07-11,"Málaga, Spain",within an hour,f,1
361710738,Nerio,2020-08-11,"Málaga, Spain",within an hour,f,1
469824849,Juan Carlos,2022-07-16,"Málaga, Spain",Unknown,f,1
1432631,Peachy Stays,2011-11-22,Unknown,within an hour,f,3
263510541,Andrea,2019-05-22,"Málaga, Spain",within an hour,t,1
493172572,Ramon,2022-12-28,"Málaga, Spain",within an hour,f,1
49467152,Roel,2015-11-20,"Amsterdam, Netherlands",within an hour,f,2
352663037,Javier,2020-06-30,Unknown,within an hour,f,1
209321960,Juan Manuel,2018-08-13,"Málaga, Spain",within an hour,f,3
34357830,Victoria,2015-05-27,"Málaga, Spain",within an hour,f,1
253415060,Rosana,2019-04-05,"Málaga, Spain",within an hour,t,3
572966417,Francisco,2024-04-18,Unknown,within an hour,f,1
445506026,Luís Javier,2022-02-17,Unknown,within an hour,t,1
326190041,Pedro Jose,2020-01-10,Unknown,within an hour,f,3
111717133,Acentos,2017-01-16,"Málaga, Spain",within an hour,t,4
244495495,Busali,2019-02-21,Unknown,within an hour,t,8
138127120,Francisco,2017-07-02,Unknown,within a day,f,1
277547780,Fiodor,2019-07-20,"Rincón de la Victoria, Spain",within an hour,t,1
275595220,Saskia,2019-07-12,"Málaga, Spain",within an hour,f,1
516164475,María Jesús,2023-05-23,Unknown,within an hour,t,1
33031786,Rodrigo,2015-05-10,"Alhaurín de la Torre, Spain",within an hour,f,4
136862189,Francisco,2017-06-25,"Málaga, Spain",within an hour,f,3
108154000,Gala,2016-12-22,"Málaga, Spain",within a few hours,f,2
89118268,Augusto,2016-08-10,"Andalusia, Spain",within an hour,t,2
382410514,Salvador,2020-12-31,Unknown,Unknown,f,2
521069692,Holidu,2023-06-20,"Madrid, Spain",within an hour,f,253
122406160,Paco,2017-03-24,"Marbella, Spain",Unknown,f,1
141014456,Beatriz,2017-07-17,"Málaga, Spain",within an hour,t,2
486215801,Servicios Inmobiliarios Andaluces,2022-11-03,Unknown,within a few hours,f,6
89734409,Gonzalo,2016-08-13,"Málaga, Spain",within an hour,t,1
120499542,Fabiola,2017-03-13,"Andalusia, Spain",within an hour,f,2
261741578,Mia,2019-05-14,"Los Angeles, CA",within a few hours,f,6
213494321,Alicia,2018-09-04,"Málaga, Spain",within an hour,f,3
39238770,Enrique Jose,2015-07-22,"Málaga, Spain",within an hour,f,7
164657662,Irene,2017-12-28,"Alhaurín de la Torre, Spain",within an hour,f,1
315303719,Martín,2019-12-07,"Málaga, Spain",within an hour,t,1
318062966,Zasahome,2019-12-16,"Málaga, Spain",within an hour,t,2
214684339,Miguel Angel,2018-09-10,Unknown,Unknown,f,1
24175135,Maria,2014-11-26,"Antequera, Spain",within an hour,t,6
97601943,Carlos,2016-10-02,"Lisbon, Portugal",within an hour,f,1
85253810,Lorena,2016-07-22,"Málaga, Spain",within an hour,t,1
101415017,Damiano,2016-10-26,"Málaga, Spain",within an hour,t,1
6429584,Blanca,2013-05-16,"Málaga, Spain",within an hour,t,1
131627933,Eduardo,2017-05-23,Unknown,within a few hours,f,2
37235477,Marta,2015-07-01,"Málaga, Spain",within an hour,t,1
80633090,Hogar De Domingo,2016-06-29,"Málaga, Spain",within an hour,f,5
31789062,Christian,2015-04-23,"Málaga, Spain",within an hour,f,7
254156217,David,2019-04-08,"Málaga, Spain",within an hour,f,3
233932942,Susana Y Diego,2019-01-02,Unknown,within an hour,f,4
471053147,Alfonso,2022-07-23,Unknown,within an hour,f,3
64914179,Inés,2016-03-29,"Madrid, Spain",within a few hours,f,2
205067277,Trinidad,2018-07-25,"Andalusia, Spain",within an hour,f,1
13127004,Maria,2014-03-14,Unknown,within a few hours,t,1
82890517,Lee,2016-07-10,Unknown,within an hour,t,2
39706819,Jose Luis,2015-07-27,"Málaga, Spain",within an hour,t,2
333710971,Adriana,2020-02-05,"Marbella, Spain",within an hour,t,5
13940181,Rosetta Estates,2014-04-06,"Andalusia, Spain",within an hour,f,7
23783349,Carmen,2014-11-15,"Rincón de la Victoria, Spain",within an hour,t,1
581505890,Alicia,2024-06-04,"Málaga, Spain",within an hour,f,3
397633200,Børge,2021-04-19,"Málaga, Spain",within an hour,t,1
348537735,Rentalaria,2020-06-03,Unknown,within an hour,Unknown,16
475823371,Hamim,2022-08-19,Unknown,within an hour,f,4
443119470,Helena,2022-02-01,"Málaga, Spain",within a few hours,f,4
568348803,Holidu,2024-03-22,"Palma, Spain",within an hour,f,498
146674507,Miguel,2017-08-18,Unknown,within an hour,Unknown,4
40154707,Marcelo,2015-07-31,"Málaga, Spain",within a few hours,f,1
17158563,Sabrina,2014-06-23,"Lauingen, Germany",within a few hours,f,2
316158012,Ramon Jesus,2019-12-10,"Málaga, Spain",within an hour,Unknown,5
479159582,Gi-Gi,2022-09-12,"Haarlem, Netherlands",within a few hours,t,1
103257597,Marta,2016-11-10,"Málaga, Spain",within an hour,t,1
159171423,M Luz,2017-11-18,"Málaga, Spain",within an hour,t,1
16322709,José Ignacio,2014-06-03,"Saint-Denis, France",within an hour,t,1
246872798,Maria Jose,2019-03-04,Unknown,within a few hours,f,4
418757065,María Zoraida,2021-08-16,"Mexico City, Mexico",within a day,f,1
444298284,Дмитрий,2022-02-09,Unknown,a few days or more,f,2
176816434,Juan,2018-03-05,"Málaga, Spain",Unknown,f,1
395137879,Claudina,2021-04-01,"Málaga, Spain",within an hour,t,2
75082071,Cristina,2016-05-31,"Andalusia, Spain",within an hour,f,1
175037335,Sergio,2018-02-24,"Málaga, Spain",within an hour,t,2
37862948,Nastya,2015-07-08,"Málaga, Spain",within an hour,t,1
26798879,Louise,2015-01-27,"Gothenburg, Sweden",within an hour,f,1
110269163,Maria,2017-01-07,"Málaga, Spain",within an hour,Unknown,3
68359564,Angela,2016-04-22,Unknown,within an hour,t,1
407137000,Antonio Salvador,2021-06-14,Unknown,within an hour,f,1
20388134,Olga,2014-08-22,"Málaga, Spain",Unknown,f,2
446095586,Carmen,2022-02-21,Unknown,within an hour,t,1
432750780,David,2021-11-20,"Andalusia, Spain",within an hour,f,2
143523652,Rafa,2017-07-31,Unknown,within an hour,t,2
339740499,Jose Manuel,2020-03-01,"San José, Costa Rica",within an hour,t,1
329250293,Antonio,2020-01-20,Unknown,within a few hours,f,1
192022687,Laura,2018-05-28,"Mannheim, Germany",within an hour,f,1
24137631,Javier,2014-11-25,"Málaga, Spain",within a few hours,f,1
158535696,Cristina,2017-11-13,"Andalusia, Spain",within an hour,f,1
79815688,Antonio,2016-06-25,"Málaga, Spain",within an hour,f,1
46704120,San,2015-10-16,"Málaga, Spain",within an hour,Unknown,3
105704067,Francisco Luis,2016-11-30,"Málaga, Spain",within an hour,t,1
574900387,Ejecución De Estrategias Urbanas SL,2024-04-29,"Málaga, Spain",within an hour,f,2
484476436,South,2022-10-21,Unknown,within a day,f,4
90637896,Farah,2016-08-18,"Málaga, Spain",a few days or more,t,1
39934309,Paco,2015-07-29,"Málaga, Spain",Unknown,f,1
19968136,Amador,2014-08-13,"O Porriño, Spain",within an hour,f,1
207322292,Sole,2018-08-04,"Málaga, Spain",Unknown,f,2
267123366,Amanecer,2019-06-08,"Málaga, Spain",within a day,f,3
106393936,Alvaro,2016-12-06,"Málaga, Spain",within an hour,f,1
217252507,Daniel,2018-09-25,"Málaga, Spain",Unknown,Unknown,7
96758652,Luis Fernando,2016-09-26,"Badajoz, Spain",within a few hours,f,1
146586328,Alvaro,2017-08-18,"Andalusia, Spain",within an hour,t,22
577120627,Francisco,2024-05-12,"Málaga, Spain",within an hour,f,3
513405766,Thomas,2023-05-06,"Ronda, Spain",within a few hours,f,4
80865729,Nuria,2016-06-30,Unknown,within an hour,t,2
196809623,Mshome,2018-06-20,"Rincón de la Victoria, Spain",within an hour,f,34
70978701,Fernando Jorge,2016-05-08,"Maryland City, MD",Unknown,f,2
132300028,Geert,2017-05-28,"Málaga, Spain",within an hour,t,1
510467,Rafael,2011-04-15,"Andalusia, Spain",within an hour,f,1
35852710,Eva,2015-06-15,"Málaga, Spain",within a few hours,t,2
58716180,Sergio,2016-02-14,"Málaga, Spain",within an hour,t,1
192824023,Tomas,2018-06-01,"Málaga, Spain",within an hour,f,1
263632572,Villaflair,2019-05-23,"Grosseto, Italy",within an hour,f,36
19177730,Rocío,2014-07-30,"Málaga, Spain",within an hour,f,1
290037492,Nicolás,2019-08-29,Unknown,a few days or more,f,1
523498677,Jonathan Roberto,2023-07-03,Unknown,within a day,f,1
293148382,David,2019-09-08,Unknown,a few days or more,f,2
90661362,María Jose,2016-08-18,"Coín, Spain",within an hour,t,2
39539887,Santiago,2015-07-25,"Málaga, Spain",within an hour,t,3
65726695,CatalunyaCasas,2016-04-04,"Castellar del Vallès, Spain",within an hour,f,106
16678614,Valeria,2014-06-11,"Málaga, Spain",within an hour,t,2
496924226,Holidu,2023-01-19,"Madrid, Spain",within an hour,f,439
353597239,Elias,2020-07-05,Unknown,within an hour,f,1
17252056,Mark,2014-06-25,"Utrecht, Netherlands",within an hour,f,2
146624566,Roberto,2017-08-18,"Marbella, Spain",within an hour,t,12
188990656,Olga,2018-05-11,"Málaga, Spain",within an hour,t,2
161959302,Pablo,2017-12-09,Unknown,within an hour,f,1
506741489,Estefanía,2023-03-23,Unknown,Unknown,Unknown,2
208412085,Mª Sierra,2018-08-09,"Málaga, Spain",within an hour,f,5
471440307,Adrián,2022-07-25,"Málaga, Spain",within an hour,Unknown,6
8705231,Visi,2013-09-08,"Málaga, Spain",within an hour,f,1
50527653,Antonio José,2015-12-04,"Málaga, Spain",within an hour,f,1
14287575,Juan Gabriel,2014-04-14,"Andalusia, Spain",within an hour,f,2
245525004,Azucena & José María,2019-02-26,"Málaga, Spain",within an hour,t,1
82127643,Ricardo,2016-07-06,Unknown,within an hour,f,35
89809130,Isaac,2016-08-14,"Andalusia, Spain",within an hour,t,3
305427101,Mima Apartamentos,2019-10-30,Unknown,Unknown,f,1
452139192,Antonia,2022-03-31,"Málaga, Spain",within an hour,t,1
10414451,Raimundo,2013-12-03,Spain,within an hour,f,3
38958648,Marta,2015-07-19,"Málaga, Spain",within an hour,f,1
568500537,Jose,2024-03-23,Unknown,within an hour,f,2
