host_id,host_name,host_since,host_location,host_response_time,host_is_superhost,host_listings_count
29940007,Asma,2015-03-24,"Andalusia, Spain",a few days or more,f,2
17373453,Véronique,2014-06-28,"Málaga, Spain",within an hour,f,5
521017335,Manuela,2023-06-20,Unknown,within an hour,f,1
132464123,Dani,2017-05-29,"Málaga, Spain",within an hour,f,7
161009189,Anastasia,2017-12-02,"Málaga, Spain",within an hour,f,4
506580515,Cristian Indalecio,2023-03-22,Unknown,Unknown,f,2
138497966,Lupe,2017-07-04,"Málaga, Spain",within an hour,f,5
83925309,José Carlos,2016-07-15,Unknown,Unknown,f,1
489600218,Manuel,2022-11-29,"Málaga, Spain",within an hour,f,1
75908619,Esther,2016-06-05,"Madrid, Spain",within a day,f,1
582674529,Blanca,2024-06-10,Unknown,Unknown,f,1
432867047,Gregorio Alberto,2021-11-21,Unknown,within an hour,t,4
52619647,Juan,2015-12-29,"Andalusia, Spain",within an hour,t,1
196785549,Izabela,2018-06-20,"London, United Kingdom",within an hour,f,2
27587047,Apartamentos Gibralfaro,2015-02-11,"Málaga, Spain",Unknown,f,4
339883974,Jose Ramon,2020-03-02,"Málaga, Spain",within an hour,t,3
46766999,Mercedes,2015-10-17,"Benalmádena, Spain",within an hour,f,4
19889016,Cristina,2014-08-12,"Málaga, Spain",within an hour,f,2
769329,Adriana,2011-07-02,"Málaga, Spain",within a day,f,1
451082932,Jose,2022-03-24,Unknown,within an hour,f,1
543538771,Inmaculada,2023-10-26,Unknown,within an hour,f,1
570017241,Tatiana,2024-04-01,Unknown,within an hour,f,5
150814709,Ilona,2017-09-16,Spain,within a day,f,3
2055304,Michael,2012-04-02,"Malaga, Spain",within an hour,t,1
341808994,Melanie,2020-03-16,Unknown,within a few hours,f,2
102987168,Claudia,2016-11-08,"Málaga, Spain",within an hour,f,12
54205259,Antonia,2016-01-11,"Torre del Mar, Spain",within a day,f,1
169822359,Inna,2018-01-25,"Budapest, Hungary",Unknown,f,3
3473106,Jose Enrique,2012-09-04,Unknown,within an hour,f,1
502265417,Jose Felix,2023-02-22,Unknown,within a few hours,f,1
120849981,Rocío,2017-03-15,"Málaga, Spain",Unknown,f,1
96011181,Mariana,2016-09-20,Unknown,Unknown,f,1
244594333,Juan Antonio,2019-02-21,Unknown,within an hour,f,1
142091708,Maria Ángeles,2017-07-23,Spain,within an hour,t,3
13779044,Beatriz,2014-04-01,"Andalusia, Spain",within an hour,f,1
100820229,Lucas,2016-10-22,"Málaga, Spain",within an hour,t,5
187050772,Holidu,2018-04-30,"Madrid, Spain",within an hour,f,416
69934176,Ebee,2016-05-02,"Málaga, Spain",within an hour,t,3
204933401,Real,2018-07-25,Unknown,within an hour,f,1
54943010,Oliviero,2016-01-17,"Málaga, Spain",within a day,f,1
123233180,Ivan,2017-03-29,Unknown,within an hour,t,5
203098910,Sinéad,2018-07-17,"Málaga, Spain",within an hour,t,1
156055783,Antonio,2017-10-24,Unknown,within an hour,f,2
572760163,Cristian Ignacio,2024-04-17,"Alhaurín el Grande, Spain",Unknown,f,1
585033008,Ana María,2024-06-22,Unknown,Unknown,f,1
2707228,Alfonso,2012-06-21,"Málaga, Spain",within a few hours,Unknown,11
463517594,Antonio,2022-06-10,Unknown,within an hour,f,1
431977102,Holidu,2021-11-15,"Madrid, Spain",within an hour,f,505
42288025,Jose Carlos,2015-08-23,"Málaga, Spain",Unknown,f,1
28744216,Jose Ignacio,2015-03-04,"Málaga, Spain",within a few hours,t,1
93558600,Claudia,2016-09-04,"Costa del Este, Argentina",within an hour,f,6
120935499,Luis,2017-03-15,"Málaga, Spain",within an hour,t,1
150858624,Encarni,2017-09-16,"Málaga, Spain",within an hour,t,1
3042898,Francisca,2012-07-24,"Malaga, Spain",Unknown,f,8
226466430,Rafa&Pilu,2018-11-19,"Andalusia, Spain",within an hour,f,3
13674439,Jorge,2014-03-29,Unknown,within an hour,f,1
65852800,Niels,2016-04-05,Netherlands,within an hour,t,1
15535210,Carmen Y Muni,2014-05-14,"Málaga, Spain",within an hour,t,2
124691824,Federico,2017-04-07,"Andalusia, Spain",within an hour,f,2
21868005,Tolín,2014-09-28,"Málaga, Spain",within an hour,t,9
530622191,José Francisco,2023-08-08,Unknown,Unknown,f,1
302286209,Ana,2019-10-14,"Málaga, Spain",within an hour,f,1
581518985,Miguel Angel,2024-06-04,Unknown,within an hour,f,4
143378424,Eva,2017-07-30,"Andalusia, Spain",Unknown,f,1
50400930,Federico,2015-12-02,Unknown,within a few hours,f,2
218455967,Gonzalo,2018-10-02,"Málaga, Spain",within a few hours,f,1
127155616,María Luisa,2017-04-23,"Málaga, Spain",within an hour,f,2
237584708,Mercedes,2019-01-19,"Málaga, Spain",within an hour,t,1
41999146,Gabriel,2015-08-20,"Andalusia, Spain",within an hour,f,1
40597434,Juan Jesus,2015-08-05,"Málaga, Spain",within an hour,t,3
530737778,Yolanda,2023-08-08,"Málaga, Spain",Unknown,f,1
571730880,Santiago,2024-04-11,Unknown,within an hour,f,2
19549198,Francisco,2014-08-06,"Málaga, Spain",within an hour,f,1
239083539,Alvaro,2019-01-26,"Málaga, Spain",within an hour,f,8
180681967,David,2018-03-26,Unknown,within an hour,f,6
445646127,Jeene,2022-02-18,"Andalusia, Spain",Unknown,f,1
15443015,Maria,2014-05-12,"Málaga, Spain",Unknown,f,2
41442919,Rob,2015-08-14,"Dublin, Ireland",Unknown,f,3
17589912,Antonio / Manuel,2014-07-03,"Málaga, Spain",within an hour,t,5
84460532,Javier,2016-07-18,"Málaga, Spain",within an hour,f,2
179249847,Ovidio,2018-03-18,Unknown,within an hour,f,11
277094172,Andrea,2019-07-18,Unknown,within an hour,f,1
246632258,Juan Antonio,2019-03-03,Unknown,within an hour,t,1
578620539,Maria Del Rocio,2024-05-20,Unknown,within a few hours,f,1
503238752,Ester Maria,2023-02-28,"Málaga, Spain",within a few hours,f,5
68541811,Rosario,2016-04-23,"Málaga, Spain",within an hour,t,4
198000685,Royal Apartamentos,2018-06-25,Unknown,within an hour,f,4
40900878,Daniel,2015-08-08,"England, United Kingdom",within an hour,f,1
580465345,Macarena,2024-05-30,Unknown,within an hour,f,1
263848855,Gladys,2019-05-24,Unknown,Unknown,f,2
37257219,Fabrizio,2015-07-01,"Málaga, Spain",within an hour,t,1
252347177,Sebastián Y Miriam,2019-03-31,"Málaga, Spain",within an hour,f,1
11500558,Esther Celdran,2014-01-21,"Madrid, Spain",within an hour,f,3
7619784,María Del Carmen,2013-07-21,"Andalusia, Spain",Unknown,f,1
470335442,Retortillo,2022-07-19,Unknown,within an hour,f,18
180647795,Acentos,2018-03-26,"Málaga, Spain",within an hour,f,2
26727882,Salome,2015-01-26,"Málaga, Spain",within an hour,t,4
467114522,Melinda,2022-07-01,Unknown,within an hour,t,1
210878122,David,2018-08-21,"Stockholm, Sweden",within an hour,f,3
15672020,Elizabeth,2014-05-18,"Málaga, Spain",within a day,f,1
135689588,Juan,2017-06-18,Unknown,within an hour,f,2
121675939,Ángel,2017-03-20,Unknown,within an hour,t,1
260987215,Jeroen,2019-05-10,"Andalusia, Spain",within a day,f,1
23487585,Mark,2014-11-08,"Málaga, Spain",within an hour,t,2
9552973,Eugenio,2013-10-21,"Málaga, Spain",within an hour,f,2
713924,Santiago,2011-06-17,"Andalusia, Spain",within a few hours,t,1
305088693,Beatriz,2019-10-28,Unknown,within an hour,f,11
121536405,David,2017-03-19,"Palma, Spain",within an hour,t,3
163505515,Sonia - Interhome Group,2017-12-20,Spain,within an hour,f,54
464009375,Lorena,2022-06-13,Unknown,within a day,f,1
62271461,José Agustin,2016-03-09,"Málaga, Spain",within an hour,f,9
123488561,Maria Del Mar,2017-03-30,"Torremolinos, Spain",within an hour,f,1
30794737,Patricia,2015-04-07,"Paris, France",within an hour,t,1
204488856,Apartamentos Rivas 34,2018-07-23,"Málaga, Spain",within an hour,f,4
36462988,Sandra,2015-06-22,"Málaga, Spain",within an hour,f,2
473317644,Aloha,2022-08-04,"Andalusia, Spain",within an hour,f,17
56368898,Carmen,2016-01-27,"Málaga, Spain",within an hour,f,1
35582731,Pedregalejo,2015-06-11,"Málaga, Spain",within an hour,f,1
136897204,Alejandro,2017-06-25,"Andalusia, Spain",within an hour,f,1
284694236,Roberto,2019-08-11,"Málaga, Spain",within an hour,f,3
237975957,Gloria,2019-01-21,"Málaga, Spain",within an hour,Unknown,21
542136224,Catia,2023-10-16,"Málaga, Spain",within an hour,t,5
617998,Valle,2011-05-23,"Málaga, Spain",within a few hours,f,2
122669535,Christan,2017-03-26,"Málaga, Spain",within an hour,t,8
237836192,Eva,2019-01-20,"Andalusia, Spain",within an hour,f,14
432991836,Marta,2021-11-22,Unknown,within an hour,f,2
36255908,Raul,2015-06-20,"Madrid, Spain",within an hour,t,1
195999768,Patrimonial,2018-06-16,"Málaga, Spain",within an hour,t,2
119793922,Laura,2017-03-08,"Málaga, Spain",within an hour,f,1
120747326,Rebeca Y Manuel,2017-03-14,"Málaga, Spain",within an hour,f,1
3109464,Anaya,2012-07-31,"Madrid, Spain",within an hour,f,1
21352724,Mireia,2014-09-15,"Málaga, Spain",within an hour,t,1
466865567,Alba,2022-06-30,Unknown,within an hour,t,13
202701341,Caldruiz,2018-07-16,"Málaga, Spain",within an hour,t,2
536144736,Malaga Royal Apartments,2023-09-08,"Málaga, Spain",within an hour,f,4
482761937,Sergio,2022-10-08,Unknown,within an hour,f,1
6350947,Jaime,2013-05-12,"Andalusia, Spain",within an hour,f,1
270327161,Ana,2019-06-21,"Málaga, Spain",within an hour,Unknown,5
26953426,Julio Cesar,2015-01-30,"Medina del Campo, Spain",within an hour,f,1
7402845,Leo,2013-07-10,"Barcelona, Spain",within an hour,t,1
45709425,Sanaz,2015-10-04,"Stockholm, Sweden",within a few hours,f,2
55504381,Eli,2016-01-21,"Málaga, Spain",within an hour,f,10
48366029,Esther,2015-11-06,"Málaga, Spain",within an hour,t,1
486858729,Jose Francisco,2022-11-08,Unknown,within an hour,t,1
566540293,Jaksa,2024-03-11,"Málaga, Spain",within an hour,f,1
400888940,Silvia,2021-05-10,"Málaga, Spain",within an hour,t,3
78267451,Karima,2016-06-17,"Málaga, Spain",within an hour,t,2
551964174,Antonio,2023-12-21,"Rincón de la Victoria, Spain",within an hour,f,2
217877213,Manuel,2018-09-29,Unknown,Unknown,f,2
18077486,Alberto,2014-07-14,"Ceuta, Spain",a few days or more,f,12
244285056,La Casita,2019-02-20,"Málaga, Spain",within an hour,t,1
10391131,Carolina,2013-12-02,"Málaga, Spain",within an hour,f,4
10070230,Rodrigo,2013-11-17,"Málaga, Spain",within a few hours,f,2
157405016,Inmaculada,2017-11-04,"Málaga, Spain",within an hour,t,2
174930477,Auxi,2018-02-23,Unknown,Unknown,f,1
48177854,Jorge,2015-11-04,"Málaga, Spain",within an hour,Unknown,6
35697204,María,2015-06-13,"Andalusia, Spain",within an hour,f,1
37477236,Eduard,2015-07-04,"Málaga, Spain",within an hour,f,1
391796395,Valerio,2021-03-09,"Andalusia, Spain",within an hour,t,1
187520681,Alfonso,2018-05-02,Unknown,within an hour,t,1
572271395,Sofia,2024-04-14,Unknown,within an hour,f,1
514704427,"Inversiones Los Goritos,",2023-05-14,Unknown,within an hour,f,3
405986399,Pablo,2021-06-08,Unknown,within a few hours,f,1
84913046,Molimesa,2016-07-20,"Málaga, Spain",within a few hours,t,6
349626409,Hoda,2020-06-11,"London, United Kingdom",within an hour,f,2
290274112,Malaga Cathedral,2019-08-30,Unknown,Unknown,f,6
156679701,Sole,2017-10-29,"Málaga, Spain",within an hour,t,3
95408989,Africa,2016-09-16,"Málaga, Spain",within an hour,f,3
419296097,Madeinterranea,2021-08-20,"Andalusia, Spain",within an hour,t,3
37873289,Sandro,2015-07-08,"Dublin, Ireland",a few days or more,f,1
160607023,Alfonso Miguel,2017-11-29,"Málaga, Spain",within an hour,t,4
432855678,Carolina,2021-11-21,Unknown,within an hour,f,3
508022764,Salvador,2023-04-01,"Málaga, Spain",within a day,f,1
175327467,Lydia,2018-02-25,"Málaga, Spain",within an hour,t,3
505731997,Antonio Jesus,2023-03-16,"Málaga, Spain",within an hour,t,1
558509097,Beehive,2024-01-25,Unknown,within an hour,f,14
571511154,Enrique,2024-04-09,Unknown,a few days or more,f,2
3691710,Krista,2012-09-27,"Andalusia, Spain",within an hour,f,1
563291381,Inversiones Miba,2024-02-21,Unknown,within an hour,f,1
6380806,Enky,2013-05-14,"Málaga, Spain",within a few hours,f,2
46532277,Exclusive Rentals,2015-10-14,"Andalusia, Spain",within an hour,f,4
438767631,Manuel,2022-01-03,"Málaga, Spain",within a few hours,f,1
65103150,Mike,2016-03-30,"Málaga, Spain",Unknown,f,1
70748676,Juan Diego,2016-05-07,"Málaga, Spain",Unknown,f,1
155070212,Mireia,2017-10-18,"Málaga, Spain",within an hour,f,20
305264537,Shanti,2019-10-29,"Málaga, Spain",within an hour,f,6
384966939,Pino,2021-01-17,Unknown,within an hour,f,1
583242335,Ana Maria,2024-06-13,"Málaga, Spain",Unknown,f,1
568542756,Francisco Juan,2024-03-23,"Alhaurín de la Torre, Spain",within an hour,f,1
169100357,Pablo,2018-01-21,"Marbella, Spain",within a few hours,t,9
9719021,Monte Naturivo,2013-10-30,"Málaga, Spain",within an hour,f,3
211069795,Jose Carlos,2018-08-22,"Torremolinos, Spain",within a few hours,f,1
487939575,Maria,2022-11-16,Unknown,Unknown,f,1
20250092,Carmen,2014-08-19,Unknown,Unknown,f,1
490199004,AQUA Málaga,2022-12-04,Unknown,a few days or more,f,3
69320198,Francisco Y  María,2016-04-28,"Málaga, Spain",within an hour,t,5
151284285,Villa,2017-09-19,"Málaga, Spain",within a day,f,2
471279910,María,2022-07-24,Unknown,within an hour,t,1
135756620,Micaela,2017-06-19,"Málaga, Spain",within an hour,f,1
492584189,Alexandra,2022-12-24,"Málaga, Spain",within a few hours,t,2
7222872,Ana,2013-07-01,"Alhaurín de la Torre, Spain",within an hour,t,2
487816608,Diego Antonio,2022-11-15,"Málaga, Spain",within an hour,t,4
455293651,José Luis,2022-04-21,Unknown,within an hour,t,1
535467393,María,2023-09-04,Unknown,within a day,f,1
116572131,Michelle,2017-02-15,"Amsterdam, Netherlands",within a few hours,t,2
9610677,Benjamin Charles Alexander,2013-10-24,"Málaga, Spain",within a few hours,f,2
148110022,Carolina,2017-08-28,Unknown,within an hour,f,2
194282715,Desire,2018-06-08,Unknown,within a few hours,f,6
457589368,Alberto,2022-05-05,Unknown,within an hour,t,14
147051097,Silvia María,2017-08-21,"Andalusia, Spain",within an hour,f,3
469912727,María Rosa,2022-07-17,"Málaga, Spain",within an hour,f,1
157962665,Rosa María,2017-11-08,"Málaga, Spain",within an hour,t,1
87883625,Daniel Y María,2016-08-04,"Rincón de la Victoria, Spain",within an hour,t,2
90281437,Asunción,2016-08-16,"Torre del Mar, Spain",within an hour,t,1
234337730,Jacques,2019-01-04,"Champigny-sur-Marne, France",within an hour,f,1
20840563,Neil,2014-09-02,"Málaga, Spain",within a day,t,2
6636628,Juan,2013-05-29,Unknown,within an hour,f,7
92449818,Esther,2016-08-29,"Málaga, Spain",within an hour,f,1
199348809,Patricia,2018-07-02,"Málaga, Spain",within an hour,f,1
138399619,Maribel,2017-07-03,"Málaga, Spain",within an hour,t,1
513557874,Manuel,2023-05-07,"Málaga, Spain",within a few hours,f,1
199755991,Manuel,2018-07-03,"Málaga, Spain",Unknown,f,1
8217784,Francisco,2013-08-17,"Málaga, Spain",Unknown,f,1
30977627,Angel,2015-04-10,"Segovia, Spain",within an hour,t,1
27638288,Carmen,2015-02-12,Unknown,within an hour,f,3
291921717,Jordi,2019-09-04,"Málaga, Spain",within an hour,t,12
179215777,Sergio,2018-03-18,"Mijas, Spain",Unknown,f,1
310365480,Josue,2019-11-18,"Málaga, Spain",within an hour,f,1
520026876,Frontier Residences,2023-06-14,Unknown,within a few hours,f,19
2867316,Rocío,2012-07-08,"Málaga, Spain",within an hour,f,2
171305368,Pablo,2018-02-02,"Málaga, Spain",within a few hours,f,1
120670380,Pollyana,2017-03-14,"Málaga, Spain",within an hour,f,1
84042646,María,2016-07-16,"Córdoba, Spain",within a day,f,1
565834154,Jose,2024-03-07,Unknown,a few days or more,f,1
473067782,Jose Ramón,2022-08-03,"Málaga, Spain",within an hour,t,1
84532640,Maritza,2016-07-18,Netherlands,within a few hours,f,1
49528689,Jorge,2015-11-21,Unknown,within an hour,t,1
2840633,Carolina,2012-07-05,"Malaga, Spain",Unknown,f,1
491379454,Johan-Petter,2022-12-14,"Málaga, Spain",within an hour,f,1
478213927,Jose Pedro,2022-09-05,Unknown,within an hour,f,1
251469164,Yuliia,2019-03-27,Ukraine,within an hour,f,1
304300190,Esther,2019-10-24,"Málaga, Spain",within an hour,f,1
89340421,Josefa,2016-08-11,"Málaga, Spain",within an hour,t,1
180849603,Jeronimo,2018-03-27,Unknown,within an hour,t,1
582062793,Domingo,2024-06-07,Unknown,within a day,f,1
54066939,Carlos,2016-01-10,"Málaga, Spain",within a day,f,2
82627534,Angeles,2016-07-09,"Málaga, Spain",within a day,f,1
531245,Nancy,2011-04-24,"Málaga, Spain",Unknown,f,1
7546696,Ana Y Carlos,2013-07-17,"Almería, Spain",within an hour,t,1
571295907,Bemegui Sl,2024-04-08,Unknown,within an hour,f,2
562051826,David,2024-02-14,"Málaga, Spain",within an hour,f,2
273311524,Begoña,2019-07-03,"Málaga, Spain",within an hour,f,1
50035663,Paolo,2015-11-28,Unknown,within an hour,f,2
422715250,Antonio,2021-09-12,Unknown,within an hour,t,9
25530714,Federico,2015-01-03,Unknown,within an hour,f,3
79984522,Yolanda,2016-06-26,Unknown,within an hour,f,1
585436360,MarÍA Cristina,2024-06-24,"Málaga, Spain",Unknown,f,1
546752081,MitraLiving,2023-11-16,Unknown,within an hour,t,3
124082812,Rafael,2017-04-03,"Málaga, Spain",within an hour,t,1
339971633,Gonzalo,2020-03-03,"Málaga, Spain",within an hour,f,1
466605595,Евгений,2022-06-28,"Málaga, Spain",within an hour,f,1
99478848,Bernard,2016-10-13,"Málaga, Spain",within an hour,f,1
507015096,Maria Jose,2023-03-25,Unknown,within an hour,t,1
110296476,Luis,2017-01-07,Unknown,within an hour,f,1
127789359,Marta,2017-04-27,France,within an hour,t,1
516381187,Andrea,2023-05-24,Unknown,Unknown,f,5
139407772,Lida,2017-07-09,"Lima, Peru",within a few hours,f,2
266607765,Elena,2019-06-05,"Barcelona, Spain",within an hour,f,1
61505109,Pedro Angel,2016-03-04,"Málaga, Spain",within an hour,f,2
456100439,Tomasz,2022-04-26,Unknown,within an hour,f,1
59762860,Leonor,2016-02-21,Unknown,Unknown,f,1
92821159,Leyre,2016-08-31,"Madrid, Spain",within an hour,t,1
289065704,Fernando,2019-08-26,"Córdoba, Spain",within an hour,t,59
514654959,Maria,2023-05-14,"Málaga, Spain",within an hour,t,1
561136899,Rebeca,2024-02-09,"Málaga, Spain",within an hour,f,1
107776432,Victoria,2016-12-19,Unknown,within an hour,f,1
33984093,Madelene,2015-05-22,"Stockholm, Sweden",within an hour,t,2
336578289,Javier,2020-02-16,Unknown,within a day,t,1
48183348,Luis,2015-11-04,"Coín, Spain",within a few hours,f,1
207196989,Rocio,2018-08-03,Unknown,within a few hours,f,6
66081332,Enrique,2016-04-06,Unknown,within an hour,f,1
567171807,Belinda,2024-03-15,Unknown,within an hour,Unknown,3
570389703,Jose Carlos Cabello Inmobiliaria,2024-04-03,Unknown,within an hour,f,1
511622124,Jose Manuel,2023-04-24,"Málaga, Spain",within an hour,f,1
563229739,GuestReady,2024-02-21,Unknown,within an hour,f,1
152857998,Leo,2017-10-01,Unknown,within an hour,t,2
117121293,Fabiola,2017-02-19,"Málaga, Spain",Unknown,t,1
429406198,City Center,2021-10-28,Unknown,within an hour,f,18
3347259,René,2012-08-23,"Málaga, Spain",within an hour,f,1
42167465,Maria,2015-08-21,"Málaga, Spain",within a few hours,f,1
570540268,Hugo,2024-04-04,"Málaga, Spain",within an hour,f,2
10252558,Laura,2013-11-25,"Marbella, Spain",within an hour,Unknown,5
42226210,Rachel & Hendrix,2015-08-22,"Benalmádena, Spain",within an hour,f,1
89511239,Miguel,2016-08-12,"Málaga, Spain",Unknown,f,1
2254893,Aurora,2012-04-30,"Málaga, Spain",Unknown,f,1
142077069,Inmaculada,2017-07-23,"Málaga, Spain",within an hour,t,1
57600141,Azahara,2016-02-06,"Málaga, Spain",within an hour,f,1
8366111,Stéphane,2013-08-24,"Paris, France",within an hour,f,1
21775380,Victor,2014-09-25,"Málaga, Spain",within a day,f,1
538062549,Jose Maria,2023-09-20,Unknown,within an hour,f,2
174180788,José,2018-02-19,"Málaga, Spain",within a day,f,2
584203789,AdriÁN,2024-06-18,Unknown,Unknown,f,1
296552678,Paco,2019-09-20,Unknown,Unknown,f,1
471609371,Daniel,2022-07-26,Unknown,Unknown,f,1
539021095,Holidu,2023-09-26,"Madrid, Spain",within an hour,f,206
85483146,David,2016-07-23,"Coín, Spain",within a day,f,2
25731522,Alberto,2015-01-07,"Málaga, Spain",within a few hours,f,2
491995504,Holidu,2022-12-19,"Madrid, Spain",within an hour,f,557
556619646,Melanie,2024-01-15,Unknown,within an hour,f,2
56698426,Elvira,2016-01-30,"Málaga, Spain",within an hour,f,1
68126286,Sergio,2016-04-20,"Málaga, Spain",within an hour,t,4
337077339,Eugenia,2020-02-18,"Málaga, Spain",within an hour,f,2
474390545,Ian And Jo,2022-08-10,Unknown,within an hour,t,1
526327172,Mari,2023-07-17,Unknown,within an hour,f,1
109125058,Oscar,2016-12-30,"Torremolinos, Spain",within an hour,t,4
62126983,Fernando,2016-03-08,"Fuengirola, Spain",within an hour,t,28
186862366,Josefa,2018-04-29,Unknown,Unknown,f,2
539099674,Kaiser,2023-09-26,"Málaga, Spain",within a few hours,f,1
13903077,Jorge Y Carmen,2014-04-04,"Málaga, Spain",within an hour,t,1
479735290,Marta,2022-09-16,Unknown,within an hour,f,2
94846396,Mayi,2016-09-12,"Málaga, Spain",within an hour,t,5
542242804,Simona,2023-10-17,Unknown,within an hour,t,7
574607558,Nuria,2024-04-28,Unknown,within an hour,f,2
430666359,Claudio Nicolas,2021-11-06,Unknown,within an hour,t,1
7333821,Julien,2013-07-07,"Málaga, Spain",within an hour,f,1
226017020,Nani,2018-11-16,Unknown,within an hour,t,2
202031895,Ludmila,2018-07-13,"Málaga, Spain",within an hour,t,2
468045536,Jorge,2022-07-06,Unknown,within an hour,f,1
7698834,Jesús,2013-07-24,"Málaga, Spain",within an hour,f,5
22848961,Sofia,2014-10-22,"Málaga, Spain",Unknown,f,2
78644918,Alicia,2016-06-19,"Málaga, Spain",within an hour,f,1
26926299,Amir,2015-01-29,Unknown,within an hour,f,1
310779555,Jan,2019-11-19,"Andalusia, Spain",within an hour,t,1
17068302,Elisa,2014-06-21,"Málaga, Spain",Unknown,f,1
4068141,Simon,2012-11-05,"Málaga, Spain",within an hour,t,6
414037596,Jose,2021-07-20,"Málaga, Spain",within an hour,t,1
135194818,Dolores,2017-06-15,"Málaga, Spain",within an hour,t,1
226029860,Yiru,2018-11-16,"Andalusia, Spain",within an hour,t,2
52518815,Fabio,2015-12-28,"Andalusia, Spain",within an hour,t,2
505429257,René,2023-03-14,Unknown,within an hour,f,4
24974770,Carlos,2014-12-18,"Córdoba, Spain",within an hour,f,27
85368613,Monika,2016-07-22,"Málaga, Spain",within an hour,t,4
50501516,Alicia,2015-12-04,"Málaga, Spain",within an hour,t,1
277109500,Juan Carlos,2019-07-18,Unknown,within an hour,f,3
175274993,Patricia Y Mike,2018-02-25,"Málaga, Spain",within an hour,Unknown,5
6290329,Pepe,2013-05-08,"Málaga, Spain",within an hour,t,2
139793957,Gianfranco,2017-07-11,"Málaga, Spain",a few days or more,f,1
185504283,Mary,2018-04-21,Unknown,within an hour,f,2
57090654,Javier,2016-02-02,"Málaga, Spain",within an hour,t,2
180361586,Pepe,2018-03-24,"Málaga, Spain",within an hour,t,4
28819221,Karen,2015-03-05,"Glasgow, United Kingdom",within an hour,f,1
86449833,Home,2016-07-28,"Madrid, Spain",within an hour,f,2
570206492,David,2024-04-02,"Alhaurín de la Torre, Spain",within an hour,f,5
25349919,Angel,2014-12-29,"Málaga, Spain",Unknown,f,1
141332765,Jorge,2017-07-19,"Málaga, Spain",within an hour,f,2
273734646,Soho Bahía Málaga,2019-07-05,Unknown,Unknown,f,3
113545449,Rocio Ramón,2017-01-27,Unknown,Unknown,f,1
164238204,Carlos,2017-12-26,Unknown,within an hour,f,14
348682916,Eline,2020-06-04,Unknown,within an hour,t,2
65599893,Ignacio,2016-04-03,"Málaga, Spain",Unknown,f,1
59034953,Daniel,2016-02-16,"Madrid, Spain",within a day,f,1
245163052,María Esperanza,2019-02-24,"Málaga, Spain",within an hour,t,1
12819931,Ana,2014-03-05,"Málaga, Spain",within an hour,f,13
574055369,Antonio,2024-04-24,"Málaga, Spain",within an hour,f,1
118255218,Elena,2017-02-26,"Málaga, Spain",within a few hours,f,1
452850308,Esteban,2022-04-05,Unknown,Unknown,f,1
35091691,Jonatan,2015-06-05,"Málaga, Spain",within an hour,f,2
503016121,Nicolas,2023-02-27,"Málaga, Spain",within an hour,f,1
583105217,Jesús,2024-06-12,Unknown,within a few hours,f,2
337699352,Paola,2020-02-20,Unknown,within an hour,t,1
122255990,Héctor,2017-03-23,"Málaga, Spain",Unknown,f,1
380279082,María Pilar,2020-12-15,"Málaga, Spain",within an hour,t,1
191241874,Carmen,2018-05-23,Unknown,Unknown,f,1
505204562,Mirna,2023-03-13,"Málaga, Spain",within a day,f,1
44820264,Rocío,2015-09-22,"Málaga, Spain",within an hour,t,4
275328301,Olivia,2019-07-11,"Andalusia, Spain",within an hour,t,1
28663726,Peter En Marina,2015-03-03,"Riogordo, Spain",within a few hours,f,5
222682715,Vicente,2018-10-26,Unknown,Unknown,f,1
59489448,José,2016-02-19,"Málaga, Spain",within a few hours,Unknown,6
328690759,Moa,2020-01-18,"Málaga, Spain",within an hour,t,1
257316509,Luc Juliot,2019-04-22,Unknown,within an hour,f,10
534339608,Likehomeapartments,2023-08-28,Unknown,within an hour,t,1
55640735,Noelia,2016-01-22,"Málaga, Spain",within an hour,f,1
450741906,Marisol,2022-03-22,"Málaga, Spain",within an hour,t,1
184363963,Maria Francisca,2018-04-15,"Málaga, Spain",within an hour,f,1
3029584,Javier - Cap,2012-07-23,"Málaga, Spain",within a few hours,t,1
10526969,Ursula,2013-12-09,"Santiago de Compostela, Spain",within a few hours,t,4
384636592,Ines Belvilla,2021-01-15,"Zürich, Switzerland",within an hour,f,87
125686093,Rafa,2017-04-13,"Málaga, Spain",within an hour,f,1
37079448,Marina,2015-06-29,"Málaga, Spain",Unknown,f,1
273755199,Rosa,2019-07-05,"Málaga, Spain",within an hour,f,1
471113030,Juan Jose,2022-07-23,"Málaga, Spain",within an hour,t,2
100184830,David,2016-10-18,"Málaga, Spain",within an hour,t,1
2137348,Paqui,2012-04-14,"Granada, Spain",Unknown,f,1
12266244,Bossh Hotels,2014-02-15,"Málaga, Spain",within an hour,f,8
322543077,Arroyo Del Peral SL,2019-12-30,"Málaga, Spain",a few days or more,f,3
438136382,Home Club,2021-12-30,"Madrid, Spain",within a day,f,237
63387947,Kuki,2016-03-17,"Torremolinos, Spain",Unknown,Unknown,20
549576769,Princess Dream,2023-12-05,"Málaga, Spain",within a day,f,1
415406986,Isaac,2021-07-27,Unknown,within an hour,f,1
27788167,Gabriel,2015-02-15,"Málaga, Spain",within an hour,f,6
541285445,Francisco Javier,2023-10-10,"Málaga, Spain",within an hour,f,12
408141014,Agustin,2021-06-20,"Málaga, Spain",within an hour,f,1
412436263,Maria Del Carmen,2021-07-12,Unknown,within a few hours,f,2
