reviews_id,listing_id,number_of_reviews,reviews_lastyear,reviews_last30days,review_scores_rating
4907,26630174,18,0,0,4.17
4908,562829389563188707,71,38,4,4.82
4909,597696784064959957,12,2,0,4.25
4910,859353238894931224,61,49,5,4.95
4911,35761761,65,39,2,4.74
4912,25616043,17,3,0,4.94
4913,630322982144322191,1,1,1,5.0
4914,978784850808771606,1,1,0,5.0
4915,33927092,148,28,2,4.67
4916,19536820,37,0,0,4.65
4917,37964283,79,17,1,4.63
4918,669546464650645316,108,74,9,4.73
4919,1143610165206737014,1,1,1,5.0
4920,40654668,109,19,1,4.93
4921,1109497794667342588,17,17,7,4.76
4922,37512096,36,5,0,4.92
4923,945740534395821326,2,2,0,5.0
4924,963035211554301897,7,7,0,5.0
4925,45265262,16,1,0,3.63
4926,927374616650942897,10,10,0,4.4
4927,42830034,17,4,0,3.71
4928,42901797,61,34,5,4.7
4929,812757701700549080,0,0,0,Unknown
4930,790506310682083447,1,1,0,5.0
4931,32396432,38,2,0,4.58
4932,53248447,62,18,0,4.87
4933,40862062,17,10,0,4.82
4934,28438114,5,1,0,4.6
4935,941119036266788076,4,4,0,5.0
4936,21270750,296,54,5,4.85
4937,15318828,137,28,1,4.58
4938,42023227,39,10,0,4.97
4939,669552553659357818,101,61,5,4.65
4940,903706386319043641,18,18,3,4.94
4941,1087478494535182749,1,1,0,5.0
4942,49630595,386,117,10,4.54
4943,2543688,73,22,1,4.6
4944,49495156,12,1,0,4.92
4945,39712381,44,19,1,4.32
4946,37004195,67,30,3,4.87
4947,1146452917528518172,2,2,1,4.5
4948,51186929,20,8,0,4.55
4949,932484187332464027,23,23,5,4.96
4950,1046291482887525400,27,27,1,4.89
4951,51904528,1,0,0,4.0
4952,1185465937309755468,0,0,0,Unknown
4953,34112397,29,0,0,4.79
4954,1045511611086639154,2,2,1,5.0
4955,1088516506717607837,0,0,0,Unknown
4956,844119634747194766,9,9,0,4.78
4957,1026021049300212252,7,7,1,4.57
4958,1088182101714655706,7,7,1,4.86
4959,677249269432601680,2,2,0,4.5
4960,27464365,140,27,2,4.64
4961,573584417763601371,39,24,0,4.67
4962,1179805953284036034,0,0,0,Unknown
4963,739634115154275699,28,19,2,4.93
4964,801362371359516183,12,10,1,4.67
4965,829421931494169625,29,19,0,4.76
4966,704202654087260515,12,10,0,4.83
4967,31034401,7,2,0,4.71
4968,846245643554890916,5,4,0,4.4
4969,7573381,351,35,3,4.77
4970,42083232,73,20,1,4.9
4971,930047233472853810,2,2,0,5.0
4972,614374970922180793,11,7,0,4.45
4973,806433741861570264,14,7,0,4.93
4974,1173185101140482564,2,2,2,5.0
4975,1176741601085053196,0,0,0,Unknown
4976,49281084,83,31,2,4.86
4977,15672559,241,30,2,4.83
4978,37489492,42,12,0,4.79
4979,954257670934823412,5,5,0,4.6
4980,49624194,7,2,0,3.71
4981,768220401916131763,11,11,0,4.82
4982,672132046419685797,7,5,0,4.43
4983,1152796622264900168,1,1,1,5.0
4984,913609390432043689,10,9,1,5.0
4985,1165360376724498900,0,0,0,Unknown
4986,1168657917360300951,2,2,2,5.0
4987,37488463,37,11,0,4.89
4988,626654801078712843,59,41,3,4.85
4989,10203684,237,28,2,4.65
4990,43682462,62,13,2,4.9
4991,669557262855478046,72,41,5,4.71
4992,917801154987028091,5,5,0,4.6
4993,682364800882052575,90,46,8,4.58
4994,737462999323188912,94,53,7,4.81
4995,775180439975984685,18,18,3,4.83
4996,22512692,16,2,0,4.81
4997,925410928684276730,40,40,4,4.95
4998,715598056536466633,8,2,0,4.75
4999,51341134,30,13,2,4.97
5000,587563698143138950,14,8,0,4.93
5001,700370238489422094,3,3,0,5.0
5002,730422034331093776,45,32,3,4.64
5003,17569509,252,45,5,4.9
5004,1100652069462463924,1,1,1,5.0
5005,817740553093772421,0,0,0,Unknown
5006,620262434808268200,24,3,0,4.54
5007,597618850499401275,0,0,0,Unknown
5008,1073574581246743030,0,0,0,Unknown
5009,26312425,89,21,0,4.55
5010,950061488797906817,4,4,0,5.0
5011,883160085010294490,5,2,0,5.0
5012,48995587,255,98,11,4.81
5013,35820477,0,0,0,Unknown
5014,1115788199286676886,9,9,4,4.78
5015,579094271547634894,61,12,2,4.67
5016,31979670,5,0,0,4.6
5017,32304626,145,39,2,4.82
5018,7718951,344,41,2,4.9
5019,37268075,109,31,4,4.51
5020,1130317842193949427,3,3,3,4.67
5021,5181473,84,20,2,4.62
5022,14139373,126,39,4,4.9
5023,974541859923127501,2,2,0,4.5
5024,578199049517724482,7,6,0,5.0
5025,1154965921726248010,1,1,1,5.0
5026,16669675,31,0,0,4.94
5027,934709859421834721,31,31,2,4.84
5028,985515073023257183,0,0,0,Unknown
5029,50398666,56,11,0,4.79
5030,5068826,59,0,0,4.83
5031,839838217636363575,19,9,1,5.0
5032,35581879,35,6,0,4.46
5033,53444944,17,4,1,4.59
5034,49866106,13,3,0,4.54
5035,603282022083967230,50,25,1,4.84
5036,29918112,34,1,0,4.85
5037,42644912,93,29,4,4.84
5038,1004054028270141754,6,6,0,4.5
5039,1044226139734380682,24,24,5,4.88
5040,1090580783081260364,18,18,5,4.94
5041,38841630,20,8,0,4.7
5042,1155638342045790738,3,3,2,5.0
5043,1129678084181634302,0,0,0,Unknown
5044,1107051344127604761,0,0,0,Unknown
5045,21760494,95,4,0,4.85
5046,1056465449783529863,5,5,0,3.6
5047,50393685,78,7,0,4.54
5048,10987861,299,63,7,4.52
5049,34660255,24,7,0,4.46
5050,670691267061478368,26,15,0,4.62
5051,1008773629482430174,12,12,1,4.0
5052,31276746,27,6,0,4.63
5053,6864158,28,7,0,4.36
5054,889787884483016166,4,4,0,4.5
5055,41927859,6,0,0,4.17
5056,937006048118582487,24,24,3,4.83
5057,826631769024157361,36,24,3,4.81
5058,1164338180908246556,2,2,2,5.0
5059,894952579255861000,12,8,0,4.67
5060,32712790,111,18,1,4.31
5061,910769965531811936,2,1,0,4.5
5062,47971108,61,14,2,5.0
5063,1145776791565969169,1,1,0,5.0
5064,670675606460976490,22,8,0,4.77
5065,1145274328557730325,0,0,0,Unknown
5066,742405751547011277,4,1,0,4.25
5067,889806788432398753,5,5,0,3.8
5068,959131560729056401,2,2,0,5.0
5069,687460205263416118,28,16,2,4.79
5070,912120814270845897,42,40,0,4.81
5071,17582683,4,1,0,4.0
5072,963423745851685513,0,0,0,Unknown
5073,1135379519551800538,0,0,0,Unknown
5074,967792427451843736,54,54,4,4.94
5075,846143394498728972,4,2,0,4.25
5076,934673698348117827,2,2,0,2.5
5077,868842415534350077,27,26,0,4.78
5078,959374247606625277,5,5,1,4.8
5079,1031665277096262554,5,5,0,4.8
5080,1076764770947356293,7,7,1,4.43
5081,1115966350377269861,6,6,1,4.5
5082,847621579129566285,0,0,0,Unknown
5083,27615723,24,8,0,4.04
5084,41855590,67,38,2,4.61
5085,27019907,13,1,0,4.92
5086,18957770,260,36,3,4.9
5087,943173639388250074,14,14,0,4.5
5088,21890588,54,20,0,4.35
5089,28266588,16,1,0,4.31
5090,760143916070009948,53,35,0,4.85
5091,1139763286600105786,8,8,3,4.5
5092,43841919,20,9,0,4.6
5093,914250360851043705,8,7,0,5.0
5094,18244961,35,5,0,4.86
5095,944279078855587993,21,21,0,4.76
5096,762405120783455667,72,45,3,4.83
5097,35860765,149,38,4,4.96
5098,822912572074974071,8,3,0,4.88
5099,658431277991407230,11,3,0,4.55
5100,1159522948255207872,0,0,0,Unknown
5101,1131678112686561884,0,0,0,Unknown
5102,40797775,45,11,2,4.78
5103,688792637065720401,83,40,2,4.64
5104,875891047584346815,40,31,3,4.93
5105,668139545545251932,200,108,5,4.62
5106,885329968501996796,2,2,0,5.0
5107,14248460,349,34,2,4.54
5108,854183625636093336,8,5,0,4.25
5109,653340237080787994,3,2,0,4.67
5110,14225987,372,30,4,4.45
5111,49583100,2,0,0,4.5
5112,1181680089095196310,1,1,1,5.0
5113,22241858,19,1,0,4.95
5114,49047735,49,6,0,4.67
5115,43980113,66,37,2,4.91
5116,949120873824322781,1,1,0,5.0
5117,830993608351702017,0,0,0,Unknown
5118,766048308395849008,58,41,3,4.74
5119,1154942382660523619,2,2,2,5.0
5120,27364844,157,24,3,4.68
5121,40756760,85,20,1,4.81
5122,1157406620782998634,0,0,0,Unknown
5123,1062438430749814997,0,0,0,Unknown
5124,954949806010975646,2,2,1,5.0
5125,659874608319494123,77,41,2,4.92
5126,7414674,201,47,3,4.53
5127,96033,225,38,4,4.59
5128,6843202,271,31,4,4.55
5129,17359863,69,23,1,4.43
5130,1085454276456521954,18,18,4,4.56
5131,51077414,106,50,1,4.98
5132,41854158,35,14,0,4.4
5133,1040691447865764364,13,13,5,4.92
5134,49703175,3,0,0,5.0
5135,1171414086351559520,0,0,0,Unknown
5136,999141026085471399,0,0,0,Unknown
5137,27016311,45,1,0,4.93
5138,1157046549475916780,0,0,0,Unknown
5139,1113050516832163691,8,8,4,5.0
5140,38172311,16,1,0,4.56
5141,1044148856038697205,40,40,5,4.35
5142,927521582967688915,7,7,0,4.86
5143,38454903,0,0,0,Unknown
5144,35895043,18,5,1,4.28
5145,45115198,113,47,3,4.7
5146,664193344975626491,120,62,6,4.63
5147,749696724494066890,58,30,2,4.83
5148,16524587,388,62,2,4.84
5149,665169644255730043,78,52,3,4.76
5150,1140387759365741854,0,0,0,Unknown
5151,691025584628546622,13,11,0,4.77
5152,1112762070911384556,1,1,0,5.0
5153,912081063720137770,32,12,1,4.28
5154,663794,35,5,0,4.37
5155,44500503,3,0,0,4.33
5156,33933444,68,26,3,4.84
5157,1133411286285047246,7,7,4,4.86
5158,1156998602471191588,12,12,7,4.33
5159,29332094,73,28,2,4.79
5160,14363449,16,1,0,4.56
5161,585303957109505019,73,31,2,4.73
5162,22171852,193,41,7,4.76
5163,922876053885658989,5,5,0,4.8
5164,1038428166794832818,15,15,3,4.93
5165,609986828278813715,0,0,0,Unknown
5166,678793177764639795,72,44,7,4.94
5167,4264921,45,0,0,4.91
5168,1129574153727463902,3,3,2,5.0
5169,1047142970800684209,3,3,1,4.67
5170,793606715441879414,132,89,6,4.48
5171,33338138,74,11,0,4.76
5172,955844492485220264,10,10,0,4.7
5173,1062299626675653886,74,74,13,4.82
5174,35760036,22,14,2,4.86
5175,1116692941648010631,9,9,3,4.89
5176,32654551,80,11,0,4.94
5177,752681873668889777,40,33,2,4.55
5178,19534103,67,3,0,4.69
5179,1130211247554343505,9,9,2,4.67
5180,600630588433221407,63,32,4,4.7
5181,34964501,8,3,0,4.5
5182,991188956038529596,21,21,5,4.71
5183,34965396,22,2,0,4.27
5184,1178998954643974039,0,0,0,Unknown
5185,1078099792066401043,18,18,2,4.72
5186,785350232066511316,9,9,2,5.0
5187,19536405,17,0,0,4.53
5188,3009766,4,0,0,5.0
5189,947081338981239550,71,71,2,4.38
5190,21777133,48,6,0,4.52
5191,889013231925160101,123,104,8,4.32
5192,21402953,270,61,4,4.49
5193,1012341204210820877,20,20,5,4.75
5194,21783347,118,25,2,4.82
5195,30075382,178,58,4,4.87
5196,1146308322393652999,0,0,0,Unknown
5197,594922767746829079,132,60,3,4.77
5198,50891871,59,27,2,4.39
5199,602656042978994446,66,46,3,4.86
5200,1110137505187198668,0,0,0,Unknown
5201,1173877909120434033,1,1,1,5.0
5202,800114775899532785,162,115,8,4.52
5203,1014316480572521116,39,39,6,4.79
5204,890330280462311040,21,18,1,4.48
5205,1123222474413587383,2,2,0,5.0
5206,1120893456049682110,4,4,2,5.0
5207,858466197822665030,24,21,2,4.67
5208,22189427,77,18,2,4.94
5209,50092870,77,15,0,4.9
5210,995505679310117765,11,11,5,4.64
5211,17733106,145,8,0,4.57
5212,1403375,35,19,5,4.77
5213,1187814127872037436,0,0,0,Unknown
5214,1164475331102062390,0,0,0,Unknown
5215,29209051,87,45,3,4.91
5216,643385755428578674,29,8,1,4.69
5217,1186125888612991178,0,0,0,Unknown
5218,37329601,49,13,1,4.73
5219,822984048472739212,55,40,2,4.82
5220,1052187590895811265,2,2,0,4.0
5221,1142621446474826353,1,1,1,5.0
5222,7314040,110,0,0,4.84
5223,52915779,5,2,0,4.4
5224,1011438261037786721,7,7,1,4.86
5225,23673712,28,2,0,4.61
5226,597892516557728734,60,27,3,4.82
5227,46811309,24,13,0,4.46
5228,27363966,120,22,1,4.45
5229,48127866,8,2,0,4.75
5230,29786842,46,13,2,4.96
5231,51550233,107,0,0,4.82
5232,1140499403211219060,2,2,1,3.0
5233,13894895,385,43,1,4.55
5234,40387465,89,24,5,4.71
5235,985447107901189332,1,1,0,5.0
5236,42109992,110,33,0,4.39
5237,18083349,101,5,0,4.85
5238,644535729304963766,20,10,1,4.6
5239,1046133324660306356,1,1,0,5.0
5240,850481094694113813,21,14,1,4.67
5241,927454106100353868,22,22,0,4.86
5242,1164701775458376426,0,0,0,Unknown
5243,1131935569212321972,0,0,0,Unknown
5244,16478052,439,65,4,4.66
5245,1160270557046471106,0,0,0,Unknown
5246,19405903,12,4,0,4.75
5247,19241827,11,3,0,4.73
5248,658511418738820277,187,91,3,4.7
5249,876628619548113225,4,2,0,5.0
5250,3024877,44,4,0,4.61
5251,28273726,30,7,1,4.9
5252,641155560219743127,26,7,0,4.73
5253,34890371,11,3,0,4.36
5254,680127234578390691,15,9,1,4.8
5255,888516964766576289,12,12,0,4.67
5256,36328168,7,0,0,4.86
5257,42218138,85,37,2,4.68
5258,37485493,34,11,0,4.76
5259,41828844,46,36,3,4.41
5260,50514415,75,29,3,4.88
5261,1183106124527991375,0,0,0,Unknown
5262,628034370165768783,38,24,1,4.87
5263,40892147,15,0,0,4.6
5264,32889644,212,41,2,4.79
5265,594586133868824834,58,29,2,4.72
5266,1025387027031435107,22,22,1,5.0
5267,11183000,80,16,2,4.53
5268,1049399640874701690,24,24,3,4.67
5269,648289835928255318,6,3,0,5.0
5270,2486176,123,3,0,4.24
5271,891774389192120506,26,24,4,4.73
5272,22496620,158,19,2,4.91
5273,21403641,256,57,3,4.55
5274,50260217,59,33,2,4.69
5275,660532755683014336,11,7,0,4.64
5276,34955400,16,6,0,4.88
5277,899700430386500082,37,36,2,4.92
5278,669327960912862128,3,1,0,5.0
5279,659880061612687967,36,18,2,4.56
5280,1176861379679273896,0,0,0,Unknown
5281,7541925,565,136,11,4.73
5282,32466113,53,0,0,4.6
5283,21743355,50,3,1,4.82
5284,852704608928376568,6,4,0,4.0
5285,924355093895405807,5,5,0,3.4
5286,1105253285953977762,0,0,0,Unknown
5287,1085480394984087403,26,26,4,4.62
5288,51697978,23,9,1,4.43
5289,10088491,242,50,5,4.91
5290,42481743,50,16,4,4.54
5291,23742313,354,66,4,4.97
5292,29280232,10,3,1,5.0
5293,914426261593000812,12,12,2,5.0
5294,878263424474583863,1,1,0,5.0
5295,37489898,43,12,0,4.88
5296,914383882802546736,4,4,0,5.0
5297,673596195917917297,19,3,0,4.84
5298,892829134524149589,7,5,1,4.86
5299,53783401,76,24,3,4.57
5300,603229260690474702,238,130,7,4.53
5301,785508828807533179,1,1,0,5.0
5302,29675889,33,12,0,4.79
5303,598301115714831820,3,2,0,4.0
5304,17168517,24,5,0,4.5
5305,24040064,117,27,4,4.56
5306,851392233354411417,14,11,0,4.71
5307,1141373812176577234,1,1,1,5.0
5308,662711349472577261,36,20,1,4.92
5309,715144828182567233,10,5,0,4.1
5310,633722916969497538,11,8,0,4.82
5311,812083539778105635,2,2,0,5.0
5312,863668279838148894,4,4,0,5.0
5313,1157065105519213556,1,1,1,5.0
5314,1181914293738453681,0,0,0,Unknown
5315,1071858261085722098,0,0,0,Unknown
5316,1171750850240023851,0,0,0,Unknown
5317,1139666477809101733,0,0,0,Unknown
5318,790507421564816483,0,0,0,Unknown
5319,912829373242174687,3,3,0,4.0
5320,847739047300784697,5,2,0,3.6
5321,1041887136662698828,0,0,0,Unknown
5322,1140502091529929702,2,2,2,5.0
5323,35003108,38,4,0,4.55
5324,7693504,22,2,0,4.64
5325,692566187548839925,4,0,0,4.5
5326,14248666,436,33,2,4.41
5327,659426767297169705,1,1,0,5.0
5328,597720708535644173,118,50,3,4.68
5329,22789999,329,88,0,4.78
5330,18286125,44,9,0,4.73
5331,1070907270225540691,1,1,0,5.0
5332,47088488,4,0,0,4.75
5333,886773826198831145,0,0,0,Unknown
5334,50476889,25,13,1,4.28
5335,1105523921835598662,9,9,3,4.78
5336,1072364652329844475,4,4,0,3.0
5337,925817466927750233,36,36,6,4.78
5338,50340164,32,21,1,4.84
5339,43575598,0,0,0,Unknown
5340,50509143,3,1,1,4.67
5341,17582688,57,10,0,4.4
5342,1004968864715940113,4,4,0,4.75
5343,922992051718487823,16,16,1,4.88
5344,1050566525105130297,0,0,0,Unknown
5345,634776072030082195,55,27,3,4.64
5346,989609481233305114,6,6,0,3.67
5347,49174162,11,3,0,4.55
5348,1009148139917567353,10,10,0,4.5
5349,49744414,22,6,0,4.32
5350,6955732,50,4,0,4.56
5351,949776410463939244,11,11,0,4.27
5352,1135377765253009117,0,0,0,Unknown
5353,669242141732492351,51,40,2,4.8
5354,23364000,35,7,0,4.91
5355,19345330,42,24,1,4.9
5356,640396201699492923,7,7,0,4.57
5357,47444051,114,21,6,4.88
5358,863350549092473674,6,5,1,4.33
5359,11631870,101,9,1,4.91
5360,1025470176707444935,2,2,0,4.5
5361,32212849,247,49,7,4.92
5362,53763285,43,24,2,4.95
5363,878902759925408377,4,1,0,3.5
5364,1120083567323722049,0,0,0,Unknown
5365,600305507145501166,4,1,0,3.75
5366,710720607743632600,7,3,0,3.29
5367,775489776104519896,10,10,3,4.3
5368,1186193769638156532,0,0,0,Unknown
5369,48409820,0,0,0,Unknown
5370,775489924536301159,15,6,0,4.0
5371,659879424771763246,71,32,2,4.66
5372,13781514,224,30,4,4.83
5373,934548766797919045,11,11,1,4.91
5374,755308306123339296,9,6,0,4.89
5375,774693436246157166,6,5,0,4.67
5376,1044019338435457287,3,3,0,4.33
5377,862195733428860791,11,7,0,4.91
5378,24155166,67,16,3,4.54
5379,29068848,25,8,0,4.4
5380,853498954478954746,33,16,0,4.82
5381,21985576,142,35,2,4.73
5382,20069657,7,5,0,4.29
5383,1018704597587564950,1,1,0,5.0
5384,2474715,49,12,0,4.51
5385,1155559423737390000,2,2,2,4.5
5386,999148937167857454,0,0,0,Unknown
5387,785960852830850836,12,4,0,3.92
5388,775489782583957931,12,11,1,4.0
5389,21228845,4,0,0,4.75
5390,813677172718152356,63,44,5,4.86
5391,697507395559675213,10,6,0,4.4
5392,32624209,48,0,0,4.65
5393,1110183855917045728,10,10,2,4.2
5394,1009513859866129012,26,26,5,4.69
5395,707818169694670891,67,42,4,4.88
5396,53538395,19,6,2,3.79
5397,43968122,121,40,0,4.86
5398,1152748713751164532,3,3,1,3.67
5399,794827671815392163,8,8,0,4.88
5400,881940203627688994,7,3,0,4.86
5401,1050529214895092566,2,2,0,5.0
5402,923840365014635136,41,40,5,4.8
5403,641035194803150241,19,13,0,4.95
5404,766582975712312399,5,2,0,3.8
5405,1065861873966479534,1,1,0,5.0
5406,41906144,122,34,3,4.66
5407,676111773526664128,8,5,0,4.88
5408,754121212242917195,3,0,0,4.33
5409,785925311208841920,9,7,0,4.22
5410,2534049,229,18,2,4.57
5411,787704,54,26,3,4.87
5412,50060536,39,23,2,4.82
5413,831928246940656652,52,52,4,5.0
5414,25804935,22,3,0,4.95
5415,44664556,237,92,8,4.76
5416,1025406556841639897,36,36,3,4.83
5417,21523071,218,49,4,4.83
5418,978017787253060706,13,13,1,4.08
5419,954051935824016923,8,8,0,4.63
5420,925232988779249731,3,3,0,4.0
5421,39102664,0,0,0,Unknown
5422,668208994183812746,0,0,0,Unknown
5423,928763599624340319,10,10,0,4.9
5424,1105584218723816512,22,22,10,4.95
5425,548657370784285416,13,6,0,4.62
5426,544910230366994504,18,10,1,4.56
5427,889817786305238176,8,8,0,4.38
5428,51784740,2,0,0,5.0
5429,34071629,2,0,0,4.5
5430,669978150255058422,31,13,0,4.16
5431,51761011,5,0,0,4.2
5432,1122600857948150725,0,0,0,Unknown
5433,51932422,170,50,3,4.78
5434,11563724,7,2,0,4.71
5435,818806055721968744,13,7,0,4.54
5436,889795413498994532,8,8,2,4.25
5437,876933257319166880,2,2,0,4.5
5438,27097790,28,2,0,4.57
5439,1133156826080875453,0,0,0,Unknown
5440,9624648,2,1,0,4.5
5441,1084522267736669008,0,0,0,Unknown
5442,1297077,135,17,2,4.65
5443,754994202169893401,36,30,3,4.56
5444,49400012,97,41,1,5.0
5445,1131950142124048824,0,0,0,Unknown
5446,650430629926941350,4,0,0,4.5
5447,30871620,3,1,0,4.0
5448,28145602,32,10,0,4.81
5449,1151256533617560520,0,0,0,Unknown
5450,662997989739853504,3,0,0,4.33
5451,776548437620310548,0,0,0,Unknown
5452,1112124620613182991,8,8,2,4.5
5453,801872557606121231,8,0,0,4.38
5454,888177671927140831,10,7,0,4.8
5455,13180804,69,1,0,4.22
5456,43799917,61,17,0,4.23
5457,53550667,26,10,0,4.69
5458,49242442,112,39,3,4.81
5459,13646170,102,7,3,4.67
5460,37578106,61,18,1,4.75
5461,670693460439531395,39,19,1,4.87
5462,14016897,22,3,0,4.68
5463,735913239530954022,99,59,4,4.72
5464,19116878,98,30,6,4.99
5465,549249549117191038,16,13,1,4.56
5466,19289275,193,29,3,4.93
5467,1051923076496867097,3,3,0,5.0
5468,53539130,41,21,0,4.17
5469,31820735,67,18,1,4.67
5470,1115966915925106198,4,4,1,5.0
5471,49891358,43,13,0,4.77
5472,18941486,63,21,0,4.7
5473,716471572295367644,55,30,0,4.65
5474,34411680,70,22,3,4.91
5475,889570699930986757,2,2,0,5.0
5476,1145756453081654649,0,0,0,Unknown
5477,18158813,53,15,0,4.42
5478,48295429,21,8,0,4.52
5479,25726238,7,3,0,4.71
5480,744651656844475852,2,0,0,4.5
5481,31433736,25,7,0,4.12
5482,1076205648120921578,5,5,1,5.0
5483,1108814721871682227,0,0,0,Unknown
5484,645290610850796073,1,0,0,3.0
5485,28211451,218,28,1,4.78
5486,7362073,45,2,0,4.18
5487,18286132,14,1,0,4.57
5488,596769349819759894,26,7,0,4.77
5489,879429574786092927,6,3,1,5.0
5490,18942507,18,2,0,4.5
5491,981006866967859802,25,25,0,4.48
5492,1087025657145040250,0,0,0,Unknown
5493,27843726,124,18,3,4.41
5494,787264458515965024,0,0,0,Unknown
5495,21777460,24,3,1,4.5
5496,913038090752087394,3,3,0,4.33
5497,15488984,43,8,0,4.74
5498,627300599198882905,0,0,0,Unknown
5499,658750224796298742,10,3,0,4.9
5500,581844900252743067,62,14,0,4.82
5501,33209886,97,19,2,4.77
5502,766534462567717928,39,18,2,4.69
5503,50851005,3,1,0,4.67
5504,671369635665630858,4,2,0,5.0
5505,760655483878924521,2,2,0,1.0
5506,43448616,4,0,0,5.0
5507,20424594,284,68,5,4.59
5508,586859222780110419,46,10,1,5.0
5509,1156300937815307112,0,0,0,Unknown
5510,38338289,0,0,0,Unknown
5511,912353372731776388,10,8,0,4.4
5512,7027877,22,3,0,4.82
5513,1065698847931308301,15,15,5,4.87
5514,44115875,2,0,0,4.0
5515,24384019,48,19,3,4.98
5516,641024208041617808,58,32,3,4.81
5517,15880653,24,4,0,4.38
5518,44152107,21,7,0,4.95
5519,43800148,3,0,0,5.0
5520,630854106191586059,24,13,0,4.25
5521,42658936,2,0,0,5.0
5522,23973770,109,41,4,4.94
5523,952697130397634820,8,8,1,4.75
5524,4972409,2,0,0,4.5
5525,644042608383155525,3,1,0,5.0
5526,570685254770685610,41,10,0,4.88
5527,20424623,366,65,5,4.58
5528,23819182,262,58,6,4.65
5529,5940398,318,84,6,4.84
5530,627980186901887876,16,16,4,4.75
5531,26519457,147,46,6,4.84
5532,913716894755713631,4,4,0,5.0
5533,10145961,37,1,0,4.89
5534,818128880830177086,10,10,4,5.0
5535,23133166,96,38,3,4.88
5536,1065718984705964899,16,16,2,4.81
5537,854198620057958506,0,0,0,Unknown
5538,28733463,3,1,1,4.67
5539,868293921700187844,22,16,2,4.86
5540,1077562779807356654,18,18,6,5.0
5541,27017023,34,18,3,4.79
5542,763581375204079229,76,45,2,4.88
5543,28827438,201,43,1,4.82
5544,9123907,168,6,2,4.86
5545,1117155740390986748,3,3,3,4.67
5546,1132461938157562313,0,0,0,Unknown
5547,37745919,159,45,4,4.84
5548,1184015775904796334,0,0,0,Unknown
5549,43982320,51,10,0,4.18
5550,853820937505726146,6,6,0,4.0
5551,680995733867480774,44,25,1,4.75
5552,1137092253206869475,0,0,0,Unknown
5553,37853568,131,41,3,4.84
5554,45501886,16,7,1,5.0
5555,580461229876063814,93,33,1,4.74
5556,761327667518254104,1,0,0,5.0
5557,37963931,21,2,0,4.71
5558,1173173783716885411,0,0,0,Unknown
5559,28975136,84,4,0,4.82
5560,994244502183618865,26,26,0,4.69
5561,1065776857135302017,5,5,0,3.4
5562,1154966260115910201,0,0,0,Unknown
5563,595467755157669992,41,18,2,4.85
5564,12161126,83,15,1,4.84
5565,1161770654754309427,4,4,4,5.0
5566,19561311,13,2,0,4.92
5567,943999355679292470,16,16,0,4.56
5568,2138517,4,0,0,4.75
5569,44152054,16,5,0,4.94
5570,43737721,2,0,0,5.0
5571,51888384,1,0,0,5.0
5572,53121695,12,0,0,4.83
5573,934511902880108091,5,5,1,5.0
5574,50132372,21,0,0,4.67
5575,26619329,44,15,2,4.8
5576,53272508,9,1,0,4.89
5577,52588175,26,4,0,4.77
5578,35064031,27,4,0,4.96
5579,50285050,448,148,10,4.8
5580,43994935,69,20,2,4.45
5581,50583901,16,2,0,4.0
5582,1086962138006822669,4,4,0,5.0
5583,688452094962311223,17,2,0,5.0
5584,1013599065024841596,6,6,0,4.5
5585,28100575,47,0,0,4.91
5586,1071061569444388658,6,6,0,4.83
5587,1085392377531551955,8,8,0,4.75
5588,44532568,25,3,0,4.76
5589,15450027,234,54,5,4.66
5590,32536567,114,29,3,4.89
5591,3988627,312,36,1,4.83
5592,53678854,123,53,5,4.9
5593,22226718,26,8,1,4.62
5594,1047570482206252740,11,11,0,4.27
5595,50056440,116,23,4,4.9
5596,39430415,102,31,2,4.87
5597,51608114,50,9,1,4.4
5598,35312627,81,21,0,4.72
5599,1181782970600906324,0,0,0,Unknown
5600,1008453380777387068,1,1,0,5.0
5601,18924874,86,23,0,4.65
5602,18942009,48,1,0,4.71
5603,862262624805646153,5,3,0,4.6
5604,670673387076202453,9,2,0,4.44
5605,18286122,2,0,0,4.5
5606,30904171,178,48,5,4.76
5607,670673330487714738,4,3,1,4.75
5608,573564382101233417,27,9,0,4.81
5609,11788552,206,4,0,4.67
5610,670691958345397737,25,10,0,4.6
5611,1110074479485436094,3,3,0,5.0
5612,625118525394344672,1,0,0,5.0
5613,724476896624007419,4,4,0,5.0
5614,17582772,26,4,0,4.38
5615,1100651131118593492,7,7,2,4.71
5616,9600495,117,12,1,4.87
5617,19793520,15,0,0,4.27
5618,765031833004658908,17,14,1,4.65
5619,1108800297686731226,0,0,0,Unknown
5620,47960360,33,20,3,4.79
5621,17312526,50,5,0,4.76
5622,18941782,38,2,0,4.55
5623,1087392889422405387,0,0,0,Unknown
5624,50428811,2,0,0,5.0
5625,24386934,21,1,0,4.52
5626,1035235273522476770,0,0,0,Unknown
5627,25271003,32,5,0,4.81
5628,17218093,226,30,2,4.68
5629,37522729,56,4,0,4.82
5630,889603183281120141,1,1,0,1.0
5631,803545264303311726,5,3,0,4.0
5632,53360548,48,16,2,3.94
5633,39909658,21,5,0,4.38
5634,893368842139272860,2,2,0,3.0
5635,19512163,28,0,0,4.54
5636,897965323959926159,2,2,0,4.0
5637,601451278062428292,4,3,0,5.0
5638,1135995216127346191,0,0,0,Unknown
5639,6675426,116,13,0,4.59
5640,49300502,40,4,0,4.88
