listing_id,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_listings_count,longitude,latitude,room_type,accommodates,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,instant_bookable,reviews_per_month,base_price
53952527,20326063,Ernesto,2014-08-20,Unknown,within an hour,100%,t,4,-4.41921,36.72481,Entire home/apt,2,19,11,1,4.84,f,0.67,100
21941129,160139145,Apartamento Tucán,2017-11-26,"Málaga, Spain",within an hour,100%,t,3,-4.42061,36.72339,Entire home/apt,4,114,53,2,4.82,t,1.46,150
991112864156837564,278821830,Remy,2019-07-24,"Andalusia, Spain",within an hour,100%,t,131,-4.418520099999999,36.7244154,Entire home/apt,4,19,19,2,4.89,t,2.13,1300
5596157,29016701,Álvaro,2015-03-09,Spain,within a few hours,100%,f,2,-4.41893,36.72366,Entire home/apt,4,106,25,0,4.66,f,1.33,60
1118989814965326079,92675932,Juan Manuel,2016-08-30,"Málaga, Spain",within an hour,100%,t,11,-4.4251116,36.7195838,Entire home/apt,2,8,8,2,4.88,f,2.82,150
51159100,79418042,INMálaga,2016-06-23,"Málaga, Spain",within an hour,100%,f,41,-4.42581,36.71958,Entire home/apt,4,52,22,3,4.77,t,1.54,170
772901540059000451,278821830,Remy,2019-07-24,"Andalusia, Spain",within an hour,100%,t,131,-4.4179211,36.7238462,Entire home/apt,4,50,27,0,4.84,f,2.65,900
23652994,126386697,Lu&Cia,2017-04-18,"Málaga, Spain",within an hour,100%,f,44,-4.41927,36.72311,Entire home/apt,4,67,27,5,4.69,t,0.88,101
27477444,8028192,Mabel,2013-08-08,"Andalusia, Spain",within an hour,100%,t,3,-4.41909,36.72326,Entire home/apt,2,53,35,2,4.75,t,0.87,95
614910186522314020,456302898,Suites Chinitas,2022-04-27,"Málaga, Spain",within an hour,100%,t,3,-4.421019,36.720845,Entire home/apt,4,6,3,1,4.83,t,0.36,180
30260300,227241302,Miguel Angel,2018-11-24,"Málaga, Spain",within an hour,100%,t,1,-4.42721,36.71963,Entire home/apt,3,143,31,4,4.91,f,2.11,80
907846578011191658,496804264,Duro Que Pillo Va Al Ladrillo,2023-01-18,Unknown,within an hour,100%,f,3,-4.41611,36.72744,Entire home/apt,4,0,0,0,Unknown,t,Unknown,80
4842824,24922657,Samuel,2014-12-17,"Málaga, Spain",within an hour,100%,f,3,-4.41965,36.72395,Entire home/apt,4,126,18,1,4.48,t,1.09,75
1131802019767510658,26409739,Mina,2015-01-20,"La Herradura, Spain",within an hour,100%,t,51,-4.4289044,36.71419119999999,Entire home/apt,2,0,0,0,Unknown,t,Unknown,128
25474892,126386697,Lu&Cia,2017-04-18,"Málaga, Spain",within an hour,100%,f,44,-4.41935,36.7247,Entire home/apt,2,35,3,0,4.37,t,0.47,50
50473561,94736627,Rocío,2016-09-12,"Andalusia, Spain",within an hour,100%,t,59,-4.42157,36.72089,Entire home/apt,7,17,9,1,4.88,f,0.49,416
15031780,94173177,Living4Malaga,2016-09-08,"Andalusia, Spain",within an hour,100%,f,115,-4.41982,36.72347,Entire home/apt,4,24,14,1,4.54,t,0.32,70
1048971744635870543,94173177,Living4Malaga,2016-09-08,"Andalusia, Spain",within an hour,100%,f,115,-4.42069365758931,36.72291365395709,Entire home/apt,3,13,13,2,4.62,t,2.18,70
52974246,17499500,Homeabout,2014-07-01,"Madrid, Spain",within an hour,98%,f,104,-4.41842,36.72689,Entire home/apt,2,16,6,0,3.56,f,0.53,40
49893805,17499500,Homeabout,2014-07-01,"Madrid, Spain",within an hour,98%,f,104,-4.41839,36.72573,Entire home/apt,4,15,3,1,4.07,f,0.42,50
1116510441288339721,466918124,Enrique,2022-06-30,Unknown,within an hour,96%,f,31,-4.42026,36.723,Entire home/apt,4,6,6,1,4.83,t,1.94,250
554104673506339775,336022366,Anna María,2020-02-14,"Marbella, Spain",within an hour,98%,f,80,-4.42171,36.721958,Entire home/apt,4,7,1,0,4.43,t,0.25,117
1019367549052072118,501923791,Helo,2023-02-20,Unknown,within an hour,93%,f,8,-4.4209026,36.7208691,Entire home/apt,2,4,4,0,4.5,t,0.69,150
1150540991239743254,575163845,Mario,2024-05-01,"Málaga, Spain",within an hour,100%,f,1,-4.4247602,36.7184222,Entire home/apt,4,2,2,2,5.0,t,2.0,135
921070217260929000,460391145,Marta Y Fran,2022-05-22,Unknown,Unknown,Unknown,t,148,-4.419495715880471,36.72558857818387,Private room,2,4,4,1,5.0,t,0.33,472
49205346,17499500,Homeabout,2014-07-01,"Madrid, Spain",within an hour,98%,f,104,-4.41852,36.72693,Entire home/apt,4,4,0,0,4.25,f,0.11,65
31733783,94736627,Rocío,2016-09-12,"Andalusia, Spain",within an hour,100%,t,59,-4.42471,36.71771,Entire home/apt,4,28,16,0,4.82,t,0.51,257
10804553,26160719,Catalina,2015-01-15,"Málaga, Spain",within an hour,100%,t,3,-4.42909,36.71392,Entire home/apt,6,203,34,4,4.85,t,1.99,124
19578889,40571478,La Casa De La Alameda,2015-08-05,"Andalusia, Spain",within a day,100%,t,13,-4.42519,36.71732,Entire home/apt,4,18,0,0,4.78,t,0.25,95
48475941,94173177,Living4Malaga,2016-09-08,"Andalusia, Spain",within an hour,100%,f,115,-4.42481,36.71919,Entire home/apt,3,13,6,2,4.77,t,0.34,70
1035361350583847488,920934,Mercedes Y Julia,2011-08-04,"Málaga, Spain",within an hour,100%,f,8,-4.4286856,36.7147357,Entire home/apt,5,2,2,0,5.0,t,0.44,182
49977673,397481104,Lidia,2021-04-18,Unknown,within an hour,100%,f,6,-4.41934,36.7241,Private room,2,70,36,3,4.34,t,1.87,49
43967551,101418638,Margarita,2016-10-26,"Málaga, Spain",within an hour,100%,f,43,-4.42375,36.7178,Entire home/apt,5,12,0,0,4.75,t,0.26,95
38546113,126386697,Lu&Cia,2017-04-18,"Málaga, Spain",within an hour,100%,f,44,-4.42695,36.71639,Entire home/apt,4,12,5,1,4.83,t,0.21,95
11033060,40571478,La Casa De La Alameda,2015-08-05,"Andalusia, Spain",within a day,100%,t,13,-4.42515,36.71725,Entire home/apt,4,38,0,0,4.79,t,0.37,95
34146066,15780021,Alvaro,2014-05-20,"Málaga, Spain",within a few hours,90%,f,4,-4.42836,36.71386,Entire home/apt,6,25,7,1,4.72,f,0.41,90
37084887,1860444,Guanarteme,2012-03-05,"Málaga, Spain",within a few hours,80%,f,1,-4.41819,36.72383,Entire home/apt,4,14,4,0,4.21,f,0.23,120
959360374480763275,237273066,José Antonio,2019-01-17,"Málaga, Spain",within an hour,100%,t,6,-4.4440081,36.7102567,Private room,1,2,2,0,5.0,t,0.21,30
994960027213959640,540365161,Enrique,2023-10-04,Unknown,Unknown,Unknown,f,2,-4.415786199999999,36.7238328,Entire home/apt,3,0,0,0,Unknown,t,Unknown,150
1035320026347795991,920934,Mercedes Y Julia,2011-08-04,"Málaga, Spain",within an hour,100%,f,8,-4.4286856,36.7147357,Entire home/apt,6,3,3,0,5.0,t,0.6,205
14961330,94173177,Living4Malaga,2016-09-08,"Andalusia, Spain",within an hour,100%,f,115,-4.42023,36.72444,Entire home/apt,4,96,38,0,4.58,t,1.02,70
679474248025365845,79418042,INMálaga,2016-06-23,"Málaga, Spain",within an hour,100%,f,41,-4.42403,36.71905,Entire home/apt,2,14,2,0,4.86,t,0.61,100
33468683,252155673,San,2019-03-30,"Andalusia, Spain",within a few hours,100%,f,1,-4.427070758972258,36.71370603780032,Entire home/apt,4,24,14,3,4.92,f,0.4,115
608474015088548277,12755454,Medyfarm Gestion,2014-03-03,"Málaga, Spain",within an hour,94%,f,23,-4.4248427,36.7164591,Entire home/apt,5,2,0,0,5.0,t,0.1,115
801557315698368674,62305090,Marina,2016-03-09,"Málaga, Spain",Unknown,Unknown,f,9,-4.4257,36.71859,Entire home/apt,8,14,9,0,4.93,t,0.89,240
947607102349790631,37168300,Rosario,2015-06-30,"Málaga, Spain",Unknown,Unknown,f,1,-4.419492385668356,36.72274212889079,Entire home/apt,4,0,0,0,Unknown,f,Unknown,60
785984177054948330,12755454,Medyfarm Gestion,2014-03-03,"Málaga, Spain",within an hour,94%,f,23,-4.4248427,36.7164591,Entire home/apt,5,1,0,0,4.0,t,0.07,100
955022900703654879,94173177,Living4Malaga,2016-09-08,"Andalusia, Spain",within an hour,100%,f,115,-4.42539,36.7189,Entire home/apt,6,26,26,3,4.77,t,2.6,145
600464306180666664,317065206,María,2019-12-13,"Málaga, Spain",within an hour,98%,f,91,-4.42398,36.71477,Entire home/apt,6,31,15,3,4.68,t,1.25,90
794590358238861796,62305090,Marina,2016-03-09,"Málaga, Spain",Unknown,Unknown,f,9,-4.424519099999999,36.7188515,Entire home/apt,8,1,1,0,5.0,t,0.37,240
794590628921697549,62305090,Marina,2016-03-09,"Málaga, Spain",Unknown,Unknown,f,9,-4.424519099999999,36.7188515,Entire home/apt,8,9,6,1,5.0,t,0.6,240
49550107,153921150,Novasol,2017-10-09,Poland,within an hour,100%,f,326,-4.357430934906006,36.73710632324219,Entire home/apt,13,6,3,0,5.0,t,0.33,3441
50019234,126386697,Lu&Cia,2017-04-18,"Málaga, Spain",within an hour,100%,f,44,-4.41667,36.73593,Entire home/apt,5,3,1,0,4.67,t,0.08,500
924568966000001971,522716649,"Hearing Software, S.L.",2023-06-29,Unknown,within an hour,100%,f,1,-4.568305869351417,36.73582929781434,Entire home/apt,4,6,6,0,4.83,t,0.54,72
973652507181688292,535594154,Administradora De Reservas Comerciales,2023-09-05,Unknown,within an hour,100%,f,1,-4.490689150262455,36.74294755939375,Entire home/apt,12,5,5,3,5.0,f,3.0,435
14091245,68846563,Andrea,2016-04-25,"Málaga, Spain",within an hour,100%,f,10,-4.45095,36.69473,Entire home/apt,4,31,4,0,4.32,f,0.32,72
1133138447013933889,566041615,Iván,2024-03-08,"Málaga, Spain",within an hour,99%,t,18,-4.3801114,36.7400969,Entire home/apt,6,2,2,1,5.0,f,1.05,140
999798730970303824,541360157,Antonio,2023-10-11,Unknown,Unknown,Unknown,f,1,-4.4099867677484905,36.72116969754117,Entire home/apt,6,2,2,0,5.0,f,0.24,240
601227946507112870,423942176,Rene,2021-09-21,Unknown,within a few hours,100%,f,3,-4.37952,36.73364,Entire home/apt,4,1,0,0,5.0,f,0.04,150
1005637916129964158,348413815,Faro Homes,2020-06-02,"Fuengirola, Spain",within an hour,88%,f,160,-4.378301918588431,36.72208510064928,Entire home/apt,8,0,0,0,Unknown,t,Unknown,49
1157963529025819968,382146507,Lovely,2020-12-29,"Málaga, Spain",within an hour,100%,f,72,-4.4268255,36.73035530000001,Entire home/apt,4,0,0,0,Unknown,t,Unknown,150
1112840463928903190,45749342,Malagasuite Showroom,2015-10-04,"Málaga, Spain",within an hour,98%,f,110,-4.4356742,36.7258978,Entire home/apt,2,4,4,0,5.0,t,1.58,87
1180413776253010391,105922997,Lydia,2016-12-02,"Málaga, Spain",within an hour,100%,f,1,-4.43741574883461,36.73096114282208,Entire home/apt,4,0,0,0,Unknown,t,Unknown,95
973112341155904286,152812263,Victor,2017-10-01,"Málaga, Spain",within an hour,100%,t,3,-4.425335661489456,36.72959644105156,Entire home/apt,6,26,26,7,4.96,f,3.0,100
655689377347171868,465719899,Adrianus Josephus Maria,2022-06-23,Unknown,within an hour,100%,f,1,-4.44785,36.68545,Entire home/apt,4,4,2,1,5.0,f,0.19,150
1131729088726712524,41745756,Ufamai,2015-08-17,"Málaga, Spain",within an hour,100%,f,9,-4.3537632,36.7179443,Entire home/apt,3,3,3,0,4.0,t,1.17,81
1180444556978974772,39856189,Juan Jose,2015-07-28,"Málaga, Spain",within an hour,100%,f,4,-4.437946421820199,36.73039599271424,Entire home/apt,3,0,0,0,Unknown,t,Unknown,80
1089204415803577922,85945186,Adrii,2016-07-25,"Málaga, Spain",within a day,100%,f,1,-4.484257482389543,36.72206838703663,Entire home/apt,6,0,0,0,Unknown,t,Unknown,176
23304294,41745756,Ufamai,2015-08-17,"Málaga, Spain",within an hour,100%,f,9,-4.35075,36.71957,Entire home/apt,4,21,2,0,4.43,t,0.29,90
597838395591871774,27418446,Elvira,2015-02-08,Spain,within an hour,100%,t,1,-4.452577,36.694851,Entire home/apt,4,46,14,1,4.85,f,1.82,75
54050346,438029076,Enrique,2021-12-29,Unknown,within an hour,100%,t,1,-4.46476,36.71671,Entire home/apt,4,26,15,0,4.65,t,0.96,250
938881329018903114,298633288,Holidaysforu,2019-09-28,"Málaga, Spain",within an hour,97%,f,78,-4.4547539,36.6941003,Entire home/apt,4,15,15,3,4.87,t,1.31,87
659032413070130907,9960184,Alexander,2013-11-12,"Andalusia, Spain",within a few hours,100%,t,6,-4.41976,36.73332,Private room,1,17,13,0,5.0,f,0.74,34
838141968945461339,488918200,Miguel Angel,2022-11-23,"La Cala del Moral, Spain",within an hour,100%,f,1,-4.32652,36.71237,Private room,1,5,5,1,5.0,f,0.47,75
1028099759049163410,509273840,Raquel,2023-04-09,"Málaga, Spain",within an hour,100%,f,1,-4.507578257113356,36.65730418866297,Entire home/apt,4,23,23,8,4.91,f,3.38,64
629081471358372345,1108348,Christi,2011-09-04,"Ciempozuelos, Spain",within an hour,100%,f,20,-4.43236,36.74262,Private room,2,32,11,3,4.91,f,1.28,25
660110569351780787,1108348,Christi,2011-09-04,"Ciempozuelos, Spain",within an hour,100%,f,20,-4.43143,36.74113,Private room,2,15,14,2,4.53,f,1.15,50
967439575393562611,4545014,Mamen,2013-01-01,"Málaga, Spain",within an hour,100%,f,2,-4.449542699999999,36.6939037,Private room,2,16,16,5,4.69,t,3.61,55
24597220,2957440,Lucia,2012-07-16,"Andalusia, Spain",within an hour,100%,t,16,-4.42426,36.7308,Private room,2,159,33,0,4.67,f,2.28,35
1004966586392380767,23850630,David,2014-11-17,"Málaga, Spain",within an hour,80%,t,2,-4.361338154913333,36.73743347738221,Entire home/apt,2,0,0,0,Unknown,f,Unknown,145
859200968644841310,35396500,Jose Antonio,2015-06-09,"Málaga, Spain",within a few hours,100%,t,1,-4.484273,36.725003,Entire home/apt,6,9,3,0,5.0,f,0.6,135
33658546,253670965,Victor,2019-04-06,Unknown,within an hour,100%,f,1,-4.44336,36.69224,Entire home/apt,4,13,4,0,4.92,f,0.21,90
13037972,41745756,Ufamai,2015-08-17,"Málaga, Spain",within an hour,100%,f,9,-4.34929,36.72092,Entire home/apt,3,34,5,0,4.21,t,0.35,90
1087029287634414579,115528688,Javier,2017-02-08,"Málaga, Spain",within an hour,100%,f,123,-4.42671,36.71459,Private room,2,0,0,0,Unknown,t,Unknown,101
1128394407949138977,22371898,Ali,2014-10-10,"Málaga, Spain",within an hour,100%,t,43,-4.426525092590327,36.72949542305992,Entire home/apt,4,6,6,2,5.0,f,2.54,120
1086758520390106666,115528688,Javier,2017-02-08,"Málaga, Spain",within an hour,100%,f,123,-4.4671,36.7226,Entire home/apt,4,2,2,0,5.0,t,0.75,70
1183173803056671432,444558016,Nieves,2022-02-11,Unknown,within an hour,100%,Unknown,7,-4.4527180996450895,36.69752549961488,Entire home/apt,3,1,1,1,5.0,t,1.0,85
44270598,10390988,M,2013-12-02,"Málaga, Spain",within an hour,100%,t,9,-4.38086,36.7293,Entire home/apt,2,99,35,3,4.85,t,2.11,95
882456162867105181,278821830,Remy,2019-07-24,"Andalusia, Spain",within an hour,100%,t,131,-4.4468116,36.697571,Entire home/apt,4,30,30,3,4.83,t,2.68,1000
953367339663481479,106476095,Comares Holiday Properties S.L.,2016-12-07,"Comares, Spain",within an hour,100%,f,14,-4.460361020037976,36.66281901408148,Entire home/apt,6,3,3,1,4.33,f,0.65,353
1021494860019600296,128144305,Enrique,2017-04-29,"Málaga, Spain",within an hour,100%,f,12,-4.435428353721009,36.72588098672686,Entire home/apt,6,0,0,0,Unknown,f,Unknown,94
847676094428148286,126386697,Lu&Cia,2017-04-18,"Málaga, Spain",within an hour,100%,f,44,-4.3510538,36.7184846,Entire home/apt,5,11,5,0,4.82,t,0.72,150
1122608103089611237,22371898,Ali,2014-10-10,"Málaga, Spain",within an hour,100%,t,43,-4.4268255,36.73035530000001,Entire home/apt,4,3,3,3,5.0,t,3.0,250
33073492,126386697,Lu&Cia,2017-04-18,"Málaga, Spain",within an hour,100%,f,44,-4.344973,36.719736,Entire home/apt,8,4,3,0,5.0,t,0.07,280
1040385127288085458,298633288,Holidaysforu,2019-09-28,"Málaga, Spain",within an hour,97%,f,78,-4.4479916,36.7128638,Entire home/apt,6,4,4,1,5.0,t,0.71,100
51810577,316752266,Finca,2019-12-12,"Andalusia, Spain",within an hour,100%,t,5,-4.324045,36.851665,Entire home/apt,2,6,2,0,5.0,t,0.25,115
1136834867487391888,117253760,Cubo'S Holiday Homes.,2017-02-20,"Málaga, Spain",within an hour,94%,f,379,-4.46669,36.71758,Entire home/apt,8,2,2,2,5.0,t,2.0,124
12746217,39314392,Kiko,2015-07-23,"Andalusia, Spain",within an hour,96%,f,4,-4.34553,36.71618,Entire home/apt,9,21,5,0,4.57,f,0.22,320
588065232721733534,126386697,Lu&Cia,2017-04-18,"Málaga, Spain",within an hour,100%,f,44,-4.34673,36.71969,Entire home/apt,10,24,6,1,4.88,t,0.89,350
21273505,153886513,Mari,2017-10-09,Unknown,within an hour,100%,t,8,-4.42625,36.75583,Entire home/apt,2,154,3,0,4.86,f,1.88,85
21274043,153886513,Mari,2017-10-09,Unknown,within an hour,100%,t,8,-4.4245,36.75576,Entire home/apt,4,93,1,0,4.82,f,1.14,120
1073958635366513123,117472687,Mayte,2017-02-21,"Málaga, Spain",within an hour,100%,f,1,-4.424431400029135,36.73186840848923,Entire home/apt,4,2,2,0,5.0,f,0.44,70
15048380,95098784,Marco,2016-09-14,"Málaga, Spain",within an hour,100%,t,1,-4.48972,36.7742,Entire home/apt,16,90,10,2,4.64,f,0.95,193
36626405,117253760,Cubo'S Holiday Homes.,2017-02-20,"Málaga, Spain",within an hour,94%,f,379,-4.46173,36.66978,Entire home/apt,10,13,4,0,4.62,t,0.23,264
779539380291407171,5047327,Dora,2013-02-11,"Málaga, Spain",within an hour,100%,t,2,-4.424139149487019,36.73289526954444,Entire home/apt,6,14,9,1,4.79,t,0.77,185
24286765,91247943,Tania,2016-08-22,Unknown,within an hour,100%,t,3,-4.42487,36.73355,Entire home/apt,7,38,5,0,4.76,f,0.5,75
41313478,284525342,Hana,2019-08-10,"Andalusia, Spain",within an hour,100%,f,2,-4.42093,36.74703,Private room,1,9,3,1,4.89,t,0.24,28
1050100790564661211,61276851,Jose Luis,2016-03-02,"Málaga, Spain",within an hour,100%,f,1,-4.43074744194746,36.73235034400302,Entire home/apt,6,1,1,0,5.0,t,0.48,200
19135247,2126353,Pablo,2012-04-12,"Malaga, Spain",within an hour,100%,f,3,-4.41514,36.73411,Private room,1,18,6,1,4.78,f,0.21,40
670855087152648612,102828569,Tina,2016-11-07,"Málaga, Spain",within a few hours,67%,f,1,-4.319914799999999,36.7703788,Entire home/apt,4,1,0,0,5.0,f,0.04,95
954123911281758455,530809193,GuestReady,2023-08-09,Unknown,within an hour,100%,f,1,-4.452837475361485,36.691736500424746,Entire home/apt,6,9,9,3,4.11,t,0.92,125
38335952,284525342,Hana,2019-08-10,"Andalusia, Spain",within an hour,100%,f,2,-4.42012,36.74591,Private room,1,38,4,0,4.71,t,0.65,30
29558890,49208053,Magdalena,2015-11-16,"Málaga, Spain",Unknown,Unknown,f,15,-4.44293,36.68829,Entire home/apt,2,2,0,0,5.0,t,0.03,89
663556562118041914,9960184,Alexander,2013-11-12,"Andalusia, Spain",within a few hours,100%,t,6,-4.42116,36.73198,Private room,1,13,8,1,4.62,f,0.54,36
786711271073414396,9291498,Antonio,2013-10-07,"Málaga, Spain",within an hour,100%,t,3,-4.45208,36.69388,Entire home/apt,6,4,2,0,4.75,t,0.24,220
41947196,317065206,María,2019-12-13,"Málaga, Spain",within an hour,98%,f,91,-4.45055,36.72221,Entire home/apt,5,22,4,0,4.23,t,0.46,90
14992102,94515121,Andrea,2016-09-10,"Madrid, Spain",Unknown,Unknown,f,1,-4.4461,36.68029,Entire home/apt,4,49,0,0,4.24,f,0.53,120
22491056,10390988,M,2013-12-02,"Málaga, Spain",within an hour,100%,t,9,-4.38029,36.72811,Entire home/apt,3,73,14,0,4.74,t,1.2,92
1178008563188259770,568348898,Holidu,2024-03-22,"Palma, Spain",within an hour,100%,f,443,-4.4282618,36.7383376,Entire home/apt,6,0,0,0,Unknown,t,Unknown,82
857341822292621284,92675932,Juan Manuel,2016-08-30,"Málaga, Spain",within an hour,100%,t,11,-4.377424,36.7217048,Entire home/apt,4,22,16,1,5.0,f,1.55,200
1171101750903780073,580544848,Morela,2024-05-30,"Málaga, Spain",within an hour,100%,f,1,-4.415227501938557,36.72929991848213,Entire home/apt,2,5,5,5,5.0,f,5.0,79
4975478,2986899,Andrés,2012-07-19,"Malaga, Spain",within an hour,100%,f,7,-4.4149,36.73031,Entire home/apt,4,304,40,5,4.74,t,2.66,74
1020273589671178002,434203598,Santiago,2021-12-01,"Almería, Spain",Unknown,Unknown,f,4,-4.419681373339043,36.730729962608144,Private room,1,0,0,0,Unknown,f,Unknown,48
1145582323020251531,309456528,Take Care Malaga,2019-11-14,"Málaga, Spain",within an hour,94%,f,29,-4.3724535,36.7208765,Entire home/apt,4,2,2,1,4.5,t,1.58,250
607916913391294586,451607197,Miguel,2022-03-28,Unknown,within an hour,100%,f,4,-4.380688,36.721916,Entire home/apt,2,10,4,0,4.5,t,0.39,50
867335546804595961,50882465,Rafa,2015-12-09,"Málaga, Spain",within an hour,100%,t,1,-4.43909,36.71665,Entire home/apt,4,25,25,2,4.96,f,2.13,120
20314491,144917054,Nacho,2017-08-08,"Rincón de la Victoria, Spain",within an hour,100%,f,1,-4.3662,36.72053,Entire home/apt,2,22,3,0,4.86,t,0.26,75
982376936014102790,282684389,Jolanda,2019-08-05,"Málaga, Spain",within an hour,100%,f,4,-4.415673427283764,36.73405900681445,Entire home/apt,2,13,13,5,4.15,t,1.39,50
670629742748517454,469292349,Sergio,2022-07-13,Unknown,within a few hours,100%,f,1,-4.440677099999999,36.7112037,Entire home/apt,4,13,9,0,4.46,t,0.56,65
23765626,178261205,Rafael,2018-03-13,Unknown,within an hour,100%,f,1,-4.43639,36.72358,Entire home/apt,4,30,2,0,4.83,f,0.39,95
11666218,61929820,Paco,2016-03-07,Unknown,within an hour,100%,t,1,-4.37444,36.72326,Entire home/apt,6,95,19,3,4.95,f,0.95,230
53350331,91431043,Jose,2016-08-23,"Málaga, Spain",within an hour,100%,f,21,-4.37729,36.72191,Entire home/apt,4,30,15,2,4.6,t,1.12,100
18069707,49208053,Magdalena,2015-11-16,"Málaga, Spain",Unknown,Unknown,f,15,-4.37874,36.72602,Entire home/apt,2,30,1,0,4.9,t,0.34,89
965754887538243612,466918124,Enrique,2022-06-30,Unknown,within an hour,96%,f,31,-4.418726641005706,36.73186229684485,Entire home/apt,6,8,8,2,4.5,t,0.81,150
40050384,17499500,Homeabout,2014-07-01,"Madrid, Spain",within an hour,98%,f,104,-4.41899,36.72685,Entire home/apt,2,34,7,1,3.91,t,0.63,40
1597241,6818242,Nadine,2013-06-09,"Zoersel, Belgium",within an hour,100%,f,1,-4.41813,36.72453,Entire home/apt,4,216,28,2,4.91,f,1.71,130
51480493,101418638,Margarita,2016-10-26,"Málaga, Spain",within an hour,100%,f,43,-4.42152,36.72242,Entire home/apt,4,48,5,0,4.58,t,1.37,60
682350234397121143,101418638,Margarita,2016-10-26,"Málaga, Spain",within an hour,100%,f,43,-4.42068,36.72403,Entire home/apt,4,3,1,0,4.67,t,0.18,120
45669533,11993826,Pablo,2014-02-06,"Málaga, Spain",within a day,50%,f,1,-4.42083,36.72169,Entire home/apt,4,25,7,0,4.0,t,0.86,100
49205368,17499500,Homeabout,2014-07-01,"Madrid, Spain",within an hour,98%,f,104,-4.41887,36.72682,Entire home/apt,3,7,0,0,3.14,f,0.2,50
682369293414597262,101418638,Margarita,2016-10-26,"Málaga, Spain",within an hour,100%,f,43,-4.41914,36.7243,Entire home/apt,4,1,0,0,5.0,t,0.05,85
585820109687177415,91431043,Jose,2016-08-23,"Málaga, Spain",within an hour,100%,f,21,-4.42073,36.72023,Entire home/apt,4,9,5,1,4.89,f,0.34,200
39789766,28348074,Cobertizo Del Conde,2015-02-25,"Marbella, Spain",within an hour,100%,f,10,-4.42061,36.72329,Entire home/apt,3,207,36,1,4.44,t,3.66,48
27407662,206553676,Gloria,2018-08-01,Unknown,within an hour,100%,t,1,-4.4285,36.71442,Entire home/apt,4,165,30,3,4.87,f,2.31,70
825885418888385121,456302898,Suites Chinitas,2022-04-27,"Málaga, Spain",within an hour,100%,t,3,-4.421019,36.720845,Entire home/apt,4,6,2,1,4.67,t,0.37,320
872336388597048283,244482777,Karim,2019-02-21,"Málaga, Spain",within an hour,100%,f,6,-4.4186208,36.7234099,Entire home/apt,3,46,35,6,4.41,t,3.19,84
1023667857867808148,17499500,Homeabout,2014-07-01,"Madrid, Spain",within an hour,98%,f,104,-4.419039720439767,36.7254758058925,Entire home/apt,4,3,3,0,4.33,t,0.49,40
1165970028157711037,22279564,Cristina,2014-10-08,"Málaga, Spain",within an hour,100%,f,1,-4.4180112,36.7235502,Entire home/apt,6,2,2,2,5.0,f,2.0,350
604074924687811362,278821830,Remy,2019-07-24,"Andalusia, Spain",within an hour,100%,t,131,-4.418822,36.723339,Entire home/apt,7,92,37,3,4.9,t,3.42,120
567303575361055877,17499500,Homeabout,2014-07-01,"Madrid, Spain",within an hour,98%,f,104,-4.41923,36.72528,Entire home/apt,4,16,9,3,3.75,t,0.69,50
695555664568819946,47084178,Pablo,2015-10-21,Unknown,within a few hours,100%,t,1,-4.418218899999999,36.7257574,Entire home/apt,4,67,29,0,4.84,t,3.02,95
937505124299612099,225446428,Wabitrip Com,2018-11-12,"Málaga, Spain",within an hour,95%,f,33,-4.42171218847429,36.72025954902277,Entire home/apt,4,0,0,0,Unknown,t,Unknown,180
1024765796482587423,76026193,Renata,2016-06-05,"Málaga, Spain",within an hour,100%,t,7,-4.4303347,36.7320336,Private room,2,3,3,0,5.0,f,0.44,37
27929218,76149924,Chema,2016-06-06,"Málaga, Spain",within a few hours,100%,t,1,-4.41891,36.72261,Entire home/apt,6,242,49,5,4.9,f,3.42,165
927416870504057588,46523916,Jorge,2015-10-14,"Málaga, Spain",Unknown,Unknown,f,1,-4.421151335830727,36.72242959493467,Entire home/apt,4,2,2,0,5.0,f,0.19,120
1051311550301899776,551971271,Gonzalo,2023-12-21,Unknown,within a day,64%,f,1,-4.4286400338846805,36.71582364961508,Entire home/apt,2,27,27,3,4.96,f,4.45,80
40050321,17499500,Homeabout,2014-07-01,"Madrid, Spain",within an hour,98%,f,104,-4.41867,36.72553,Entire home/apt,8,12,1,0,3.5,t,0.22,90
934526980491076620,460391145,Marta Y Fran,2022-05-22,Unknown,Unknown,Unknown,t,148,-4.419292026445809,36.7245486060975,Private room,2,27,27,2,4.67,t,2.47,472
46940999,233811452,Enjoy,2019-01-02,"Saint-Jean-de-Monts, France",within an hour,97%,f,29,-4.41859,36.7249,Entire home/apt,15,1,1,0,5.0,t,0.83,190
921063737023100037,460391145,Marta Y Fran,2022-05-22,Unknown,Unknown,Unknown,t,148,-4.41943727177349,36.7241690005796,Private room,2,28,27,1,4.57,t,2.29,472
47742899,101418638,Margarita,2016-10-26,"Málaga, Spain",within an hour,100%,f,43,-4.42405,36.71924,Entire home/apt,4,16,3,0,4.63,t,0.39,80
50605597,94736627,Rocío,2016-09-12,"Andalusia, Spain",within an hour,100%,t,59,-4.41861,36.72384,Entire home/apt,8,53,21,1,4.85,f,1.46,559
