listing_id,host_id,longitude,latitude,room_type,accommodates,instant_bookable,base_price
41054947,89812313,-4.43662,36.71414,Entire home/apt,4,t,50.0
584718937516546842,59489448,-4.44011,36.708,Entire home/apt,8,f,100.0
26854819,201978344,-4.44773,36.70902,Entire home/apt,5,f,75.0
17583715,115528688,-4.42331,36.71426,Entire home/apt,8,t,124.0
645475901119846521,463376852,-4.461033973016348,36.7217049083884,Entire home/apt,5,f,120.0
50783670,146243868,-4.38493,36.80991,Private room,2,t,74.0
1038998649178623946,46055741,-4.416018064246641,36.724653382514,Entire home/apt,2,t,89.0
981633657360684327,476913386,-4.42359,36.72747,Entire home/apt,4,t,120.0
670658872852506928,138864019,-4.378472529351711,36.72201344638226,Entire home/apt,4,t,90.0
1157256375122905564,5890675,-4.3628720727728965,36.71882184284057,Entire home/apt,5,t,98.0
1044036269567888172,260885551,-4.427871283555035,36.72280718710271,Entire home/apt,2,t,92.0
641048591680545198,402169879,-4.379876534393318,36.722024604220245,Entire home/apt,2,f,80.0
40957436,89705945,-4.41572,36.72376,Entire home/apt,3,t,54.0
27973462,94736627,-4.42113,36.71488,Entire home/apt,5,t,346.0
678985827213084033,241993135,-4.41144,36.72791,Private room,2,f,57.0
1115928971840673729,194735792,-4.43401,36.72515,Entire home/apt,2,f,120.0
33728797,102525137,-4.43474,36.72479,Entire home/apt,6,t,2500.0
51261824,79877163,-4.41504,36.72922,Private room,2,t,65.0
628054140282530160,309456528,-4.42787504196167,36.72391891479492,Entire home/apt,4,t,115.0
820992520877524180,127994689,-4.4155492,36.7236577,Entire home/apt,2,f,125.0
1188524326598872525,3264679,-4.42965956181996,36.71353318885805,Private room,2,t,69.0
603459383209389674,453941932,-4.42228,36.73626,Private room,2,f,55.0
822911583209952195,24288915,-4.46529,36.67981,Entire home/apt,4,f,150.0
23167118,79418042,-4.41938,36.71943,Entire home/apt,4,t,110.0
1146108737397042341,570017241,-4.440873940684035,36.70304305835703,Private room,1,t,20.0
1076903153934472932,508573151,-4.422956107172342,36.73858617245023,Private room,2,f,40.0
1091958682049053365,410221343,-4.376592334228,36.72121613817,Entire home/apt,2,t,312.0
5216030,14995276,-4.41766,36.724,Entire home/apt,4,f,65.0
939692604048265357,433266407,-4.426244392193559,36.72041699815384,Private room,2,t,1000.0
1033061875223545447,422170051,-4.42442,36.72272,Private room,2,t,40.0
836211490265697919,278821830,-4.4244886,36.7204065,Entire home/apt,2,t,1000.0
1163539138754205238,577695266,-4.415920319049076,36.726499289906016,Entire home/apt,2,t,95.0
1184831711385186601,585061420,-4.376772952749305,36.72091630408192,Entire home/apt,2,f,160.0
21104355,126429738,-4.42247,36.72475,Entire home/apt,4,t,156.0
590515304375054320,152016953,-4.42267,36.72625,Entire home/apt,2,t,66.0
9814772,43327888,-4.41571,36.72514,Entire home/apt,2,f,95.0
1026112895336292199,29802085,-4.41735,36.72607,Entire home/apt,4,f,128.0
15615713,611895,-4.4249,36.72453,Entire home/apt,2,t,59.0
677889290940353476,138497966,-4.423442684130851,36.72372373035624,Private room,1,f,45.0
1094706947658466989,8544512,-4.416173012586416,36.724781677116674,Entire home/apt,10,t,207.0
1173121584786600478,117253760,-4.420398991768985,36.728008553363246,Entire home/apt,4,t,64.0
1168811247935785313,153097551,-4.454365846608285,36.711985630776425,Entire home/apt,10,t,510.0
1009170161641256867,525217356,-4.4292983902487055,36.72141410627171,Entire home/apt,5,t,160.0
1035448003727976555,89812313,-4.4208302,36.7268563,Entire home/apt,4,t,150.0
786626,4147118,-4.42749,36.72366,Entire home/apt,2,f,54.0
44222779,215081090,-4.42312,36.72186,Private room,2,t,125.0
42679540,317065206,-4.42391,36.72028,Entire home/apt,4,t,70.0
1153563607539397169,439074505,-4.41688917986408,36.72473886971677,Entire home/apt,6,t,630.0
50688486,89812313,-4.4238,36.72208,Entire home/apt,2,t,70.0
894191581426793050,45975375,-4.435487021426385,36.71212592886299,Entire home/apt,6,f,120.0
42058363,317065206,-4.43007,36.71671,Entire home/apt,4,t,70.0
913392809520995005,141514985,-4.361712,36.724047,Entire home/apt,7,t,526.0
